Run	Assay Type	AvgSpotLen	Bases	BioProject	BioSample	BioSampleModel	Bytes	Center Name	collection_date	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Experiment	geo_loc_name_country	geo_loc_name_country_continent	geo_loc_name	Host	Instrument	isolation_source	lat_lon	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	participant_id	Platform	ReleaseDate	Sample Name	SRA Study	variable_region
SRR13985953	AMPLICON	498	25634292	PRJNA715083	SAMN18326282	Metagenome or environmental	15178783	CYKINSO INC	9/8/15	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363118	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0053_V1V2	PAIRED	PCR	METAGENOMIC	gut metagenome	53	ILLUMINA	2021-05-01T00:00:00Z	0053_V1V2	SRP311006	V1V2
SRR13985954	AMPLICON	499	23615142	PRJNA715083	SAMN18326281	Metagenome or environmental	13371493	CYKINSO INC	8/8/16	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363117	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0052_V1V2	PAIRED	PCR	METAGENOMIC	gut metagenome	52	ILLUMINA	2021-05-01T00:00:00Z	0052_V1V2	SRP311006	V1V2
SRR13985955	AMPLICON	499	22361347	PRJNA715083	SAMN18326280	Metagenome or environmental	12685807	CYKINSO INC	7/28/16	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363116	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0051_V1V2	PAIRED	PCR	METAGENOMIC	gut metagenome	51	ILLUMINA	2021-05-01T00:00:00Z	0051_V1V2	SRP311006	V1V2
SRR13985956	AMPLICON	499	21244111	PRJNA715083	SAMN18326235	Metagenome or environmental	12023990	CYKINSO INC	7/27/16	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363115	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0006_V1V2	PAIRED	PCR	METAGENOMIC	gut metagenome	6	ILLUMINA	2021-05-01T00:00:00Z	0006_V1V2	SRP311006	V1V2
SRR13985957	AMPLICON	498	26248245	PRJNA715083	SAMN18326330	Metagenome or environmental	15153204	CYKINSO INC	9/7/15	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363497	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0101_V1V2	PAIRED	PCR	METAGENOMIC	gut metagenome	101	ILLUMINA	2021-05-01T00:00:00Z	0101_V1V2	SRP311006	V1V2
SRR13985958	AMPLICON	499	35826406	PRJNA715083	SAMN18326240	Metagenome or environmental	20531174	CYKINSO INC	9/8/15	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363496	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0011_V1V2	PAIRED	PCR	METAGENOMIC	gut metagenome	11	ILLUMINA	2021-05-01T00:00:00Z	0011_V1V2	SRP311006	V1V2
SRR13985959	AMPLICON	498	22306733	PRJNA715083	SAMN18326231	Metagenome or environmental	13345930	CYKINSO INC	8/12/16	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363495	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0002_V1V2	PAIRED	PCR	METAGENOMIC	gut metagenome	2	ILLUMINA	2021-05-01T00:00:00Z	0002_V1V2	SRP311006	V1V2
SRR13985960	AMPLICON	498	22419093	PRJNA715083	SAMN18326230	Metagenome or environmental	13020361	CYKINSO INC	8/12/16	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363494	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0001_V1V2	PAIRED	PCR	METAGENOMIC	gut metagenome	1	ILLUMINA	2021-05-01T00:00:00Z	0001_V1V2	SRP311006	V1V2
SRR13985961	AMPLICON	498	21785325	PRJNA715083	SAMN18326278	Metagenome or environmental	12599535	CYKINSO INC	7/25/16	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363492	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0049_V1V2	PAIRED	PCR	METAGENOMIC	gut metagenome	49	ILLUMINA	2021-05-01T00:00:00Z	0049_V1V2	SRP311006	V1V2
SRR13985962	AMPLICON	499	21397743	PRJNA715083	SAMN18326277	Metagenome or environmental	12383906	CYKINSO INC	8/9/16	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363491	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0048_V1V2	PAIRED	PCR	METAGENOMIC	gut metagenome	48	ILLUMINA	2021-05-01T00:00:00Z	0048_V1V2	SRP311006	V1V2
SRR13985963	AMPLICON	499	26891202	PRJNA715083	SAMN18326276	Metagenome or environmental	15212285	CYKINSO INC	9/8/15	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363490	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0047_V1V2	PAIRED	PCR	METAGENOMIC	gut metagenome	47	ILLUMINA	2021-05-01T00:00:00Z	0047_V1V2	SRP311006	V1V2
SRR13985965	AMPLICON	498	24509868	PRJNA715083	SAMN18326274	Metagenome or environmental	14104736	CYKINSO INC	9/7/15	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363488	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0045_V1V2	PAIRED	PCR	METAGENOMIC	gut metagenome	45	ILLUMINA	2021-05-01T00:00:00Z	0045_V1V2	SRP311006	V1V2
SRR13985967	AMPLICON	499	21783494	PRJNA715083	SAMN18326272	Metagenome or environmental	12468688	CYKINSO INC	8/17/15	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363486	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0043_V1V2	PAIRED	PCR	METAGENOMIC	gut metagenome	43	ILLUMINA	2021-05-01T00:00:00Z	0043_V1V2	SRP311006	V1V2
SRR13985968	AMPLICON	499	22807065	PRJNA715083	SAMN18326271	Metagenome or environmental	13034787	CYKINSO INC	8/12/16	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363485	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0042_V1V2	PAIRED	PCR	METAGENOMIC	gut metagenome	42	ILLUMINA	2021-05-01T00:00:00Z	0042_V1V2	SRP311006	V1V2
SRR13985969	AMPLICON	499	18711380	PRJNA715083	SAMN18326270	Metagenome or environmental	11175659	CYKINSO INC	8/15/16	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363484	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0041_V1V2	PAIRED	PCR	METAGENOMIC	gut metagenome	41	ILLUMINA	2021-05-01T00:00:00Z	0041_V1V2	SRP311006	V1V2
SRR13985970	AMPLICON	498	33210591	PRJNA715083	SAMN18326234	Metagenome or environmental	19006722	CYKINSO INC	7/28/16	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363483	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0005_V1V2	PAIRED	PCR	METAGENOMIC	gut metagenome	5	ILLUMINA	2021-05-01T00:00:00Z	0005_V1V2	SRP311006	V1V2
SRR13985987	AMPLICON	499	23353467	PRJNA715083	SAMN18326267	Metagenome or environmental	13283839	CYKINSO INC	8/2/16	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363466	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0038_V1V2	PAIRED	PCR	METAGENOMIC	gut metagenome	38	ILLUMINA	2021-05-01T00:00:00Z	0038_V1V2	SRP311006	V1V2
SRR13985935	AMPLICON	499	24343765	PRJNA715083	SAMN18326299	Metagenome or environmental	13786385	CYKINSO INC	8/3/16	public	"sra	fastq"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363136	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0070_V1V2	PAIRED	PCR	METAGENOMIC	gut metagenome	70	ILLUMINA	2021-05-01T00:00:00Z	0070_V1V2	SRP311006	V1V2
SRR13985621	AMPLICON	499	23643336	PRJNA715083	SAMN18326421	Metagenome or environmental	13351083	CYKINSO INC	8/30/15	public	"sra	fastq"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363448	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0192_V1V2	PAIRED	PCR	METAGENOMIC	gut metagenome	192	ILLUMINA	2021-05-01T00:00:00Z	0192_V1V2	SRP311006	V1V2
