Run	Assay Type	AvgSpotLen	Bases	BioProject	BioSample	BioSampleModel	Bytes	Center Name	collection_date	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Experiment	geo_loc_name_country	geo_loc_name_country_continent	geo_loc_name	Host	Instrument	isolation_source	lat_lon	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	participant_id	Platform	ReleaseDate	Sample Name	SRA Study	variable_region
SRR13985984	AMPLICON	602	16849378	PRJNA715083	SAMN18326602	Metagenome or environmental	12010780	CYKINSO INC	8/19/15	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363469	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0181_V3V4	PAIRED	PCR	METAGENOMIC	gut metagenome	181	ILLUMINA	2021-05-01T00:00:00Z	0181_V3V4	SRP311006	V3V4
SRR13985985	AMPLICON	602	36354178	PRJNA715083	SAMN18326601	Metagenome or environmental	22712951	CYKINSO INC	9/8/15	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363468	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0180_V3V4	PAIRED	PCR	METAGENOMIC	gut metagenome	180	ILLUMINA	2021-05-01T00:00:00Z	0180_V3V4	SRP311006	V3V4
SRR13985986	AMPLICON	602	39621834	PRJNA715083	SAMN18326600	Metagenome or environmental	25243120	CYKINSO INC	9/9/15	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363467	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0179_V3V4	PAIRED	PCR	METAGENOMIC	gut metagenome	179	ILLUMINA	2021-05-01T00:00:00Z	0179_V3V4	SRP311006	V3V4
SRR13985988	AMPLICON	602	33143712	PRJNA715083	SAMN18326599	Metagenome or environmental	20788128	CYKINSO INC	9/9/15	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363465	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0178_V3V4	PAIRED	PCR	METAGENOMIC	gut metagenome	178	ILLUMINA	2021-05-01T00:00:00Z	0178_V3V4	SRP311006	V3V4
SRR13985990	AMPLICON	602	25209352	PRJNA715083	SAMN18326597	Metagenome or environmental	15836052	CYKINSO INC	9/8/15	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363463	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0176_V3V4	PAIRED	PCR	METAGENOMIC	gut metagenome	176	ILLUMINA	2021-05-01T00:00:00Z	0176_V3V4	SRP311006	V3V4
SRR13985991	AMPLICON	602	31275706	PRJNA715083	SAMN18326596	Metagenome or environmental	19538246	CYKINSO INC	9/7/15	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363462	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0175_V3V4	PAIRED	PCR	METAGENOMIC	gut metagenome	175	ILLUMINA	2021-05-01T00:00:00Z	0175_V3V4	SRP311006	V3V4
SRR13985992	AMPLICON	602	33677084	PRJNA715083	SAMN18326595	Metagenome or environmental	20956456	CYKINSO INC	8/21/15	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363461	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0174_V3V4	PAIRED	PCR	METAGENOMIC	gut metagenome	174	ILLUMINA	2021-05-01T00:00:00Z	0174_V3V4	SRP311006	V3V4
SRR13985993	AMPLICON	602	30479260	PRJNA715083	SAMN18326594	Metagenome or environmental	18926789	CYKINSO INC	8/12/15	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363460	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0173_V3V4	PAIRED	PCR	METAGENOMIC	gut metagenome	173	ILLUMINA	2021-05-01T00:00:00Z	0173_V3V4	SRP311006	V3V4
SRR13985994	AMPLICON	602	33028128	PRJNA715083	SAMN18326593	Metagenome or environmental	20533963	CYKINSO INC	8/9/15	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363459	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0172_V3V4	PAIRED	PCR	METAGENOMIC	gut metagenome	172	ILLUMINA	2021-05-01T00:00:00Z	0172_V3V4	SRP311006	V3V4
SRR13985995	AMPLICON	602	28115808	PRJNA715083	SAMN18326592	Metagenome or environmental	17370055	CYKINSO INC	8/12/16	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363458	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0171_V3V4	PAIRED	PCR	METAGENOMIC	gut metagenome	171	ILLUMINA	2021-05-01T00:00:00Z	0171_V3V4	SRP311006	V3V4
SRR13985996	AMPLICON	602	27253744	PRJNA715083	SAMN18326591	Metagenome or environmental	17140762	CYKINSO INC	8/15/16	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363385	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0170_V3V4	PAIRED	PCR	METAGENOMIC	gut metagenome	170	ILLUMINA	2021-05-01T00:00:00Z	0170_V3V4	SRP311006	V3V4
SRR13985997	AMPLICON	602	47187770	PRJNA715083	SAMN18326429	Metagenome or environmental	29233065	CYKINSO INC	8/2/16	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363456	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0008_V3V4	PAIRED	PCR	METAGENOMIC	gut metagenome	8	ILLUMINA	2021-05-01T00:00:00Z	0008_V3V4	SRP311006	V3V4
SRR13985998	AMPLICON	602	26643316	PRJNA715083	SAMN18326428	Metagenome or environmental	16468856	CYKINSO INC	8/12/16	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363455	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0007_V3V4	PAIRED	PCR	METAGENOMIC	gut metagenome	7	ILLUMINA	2021-05-01T00:00:00Z	0007_V3V4	SRP311006	V3V4
SRR13985999	AMPLICON	602	33728254	PRJNA715083	SAMN18326427	Metagenome or environmental	20584589	CYKINSO INC	7/27/16	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363454	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0006_V3V4	PAIRED	PCR	METAGENOMIC	gut metagenome	6	ILLUMINA	2021-05-01T00:00:00Z	0006_V3V4	SRP311006	V3V4
SRR13986000	AMPLICON	602	41063624	PRJNA715083	SAMN18326426	Metagenome or environmental	25414032	CYKINSO INC	7/28/16	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363453	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0005_V3V4	PAIRED	PCR	METAGENOMIC	gut metagenome	5	ILLUMINA	2021-05-01T00:00:00Z	0005_V3V4	SRP311006	V3V4
SRR13986001	AMPLICON	602	29913380	PRJNA715083	SAMN18326425	Metagenome or environmental	18910440	CYKINSO INC	8/12/16	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363452	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0004_V3V4	PAIRED	PCR	METAGENOMIC	gut metagenome	4	ILLUMINA	2021-05-01T00:00:00Z	0004_V3V4	SRP311006	V3V4
SRR13986002	AMPLICON	602	48244882	PRJNA715083	SAMN18326424	Metagenome or environmental	30436833	CYKINSO INC	8/2/16	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363451	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0003_V3V4	PAIRED	PCR	METAGENOMIC	gut metagenome	3	ILLUMINA	2021-05-01T00:00:00Z	0003_V3V4	SRP311006	V3V4
SRR13985821	AMPLICON	602	44115162	PRJNA715083	SAMN18326454	Metagenome or environmental	27672746	CYKINSO INC	8/3/16	public	"sra	fastq"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363250	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0033_V3V4	PAIRED	PCR	METAGENOMIC	gut metagenome	33	ILLUMINA	2021-05-01T00:00:00Z	0033_V3V4	SRP311006	V3V4
SRR13985716	AMPLICON	602	43798510	PRJNA715083	SAMN18326563	Metagenome or environmental	27358831	CYKINSO INC	8/5/16	public	"sra	fastq"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363354	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0142_V3V4	PAIRED	PCR	METAGENOMIC	gut metagenome	142	ILLUMINA	2021-05-01T00:00:00Z	0142_V3V4	SRP311006	V3V4
