Run	Assay Type	AvgSpotLen	Bases	BioProject	BioSample	BioSampleModel	Bytes	Center Name	Collection_Date	Consent	cycles	DATASTORE filetype	DATASTORE provider	DATASTORE region	dilution_factor	dilution_liquid	DNA_input_pg	Experiment	fresh_old	geo_loc_name_country	geo_loc_name_country_continent	geo_loc_name	HOST	Instrument	iso_co_type	iso_run_nr	Isolation_Source	Lat_Lon	Library Name	LibraryLayout	LibrarySelection	LibrarySource	miseq_run_nr	ms_co_type	Organism	pcr_plate_nr	pico_ug_ul	Platform	qpcr_16S_ct	qpcr_16S_pgul	Raw	ReleaseDate	create_date	version	Sample Name	shared_id (run)	shared_id	SRA Study	Type
SRR14151488	AMPLICON	502	12786944	PRJNA718293	SAMN18631680	Metagenome or environmental	7707727	CENTRE FOR INFECTIOUS DISEASE CONTROL/NATIONAL INSTITUTE FOR PUBLIC HEALTH AND THE ENVIRONMENT	2020-01-01	public	NA	"run.zq	sra	fastq"	"s3	ncbi	gs"	"s3.us-east-1	gs.US	ncbi.public"	NA	NA	NA	SRX10520475	NA	Netherlands	Europe	Netherlands: Bilthoven	Homo sapiens	Illumina MiSeq	NA	28	NP	52.1365344 N 5.2103806 E	761	PAIRED	PCR	METAGENOMIC	54	NA	metagenome	NA	30.2534866	ILLUMINA	29.1142749786377	0.367593340342864	17183	2021-12-14T00:00:00Z	2021-04-06T11:17:00Z	1	L005_463_4	L005_463	L005_463	SRP312669	sample
SRR14151489	AMPLICON	502	19345574	PRJNA718293	SAMN18631679	Metagenome or environmental	8846555	CENTRE FOR INFECTIOUS DISEASE CONTROL/NATIONAL INSTITUTE FOR PUBLIC HEALTH AND THE ENVIRONMENT	2020-01-01	public	NA	"sra	run.zq	fastq"	"gs	ncbi	s3"	"ncbi.public	s3.us-east-1	gs.US"	NA	NA	NA	SRX10520474	NA	Netherlands	Europe	Netherlands: Bilthoven	Homo sapiens	Illumina MiSeq	NA	28	NP	52.1365344 N 5.2103806 E	760	PAIRED	PCR	METAGENOMIC	54	NA	metagenome	NA	55.53767	ILLUMINA	24.230224609375	10.5520449578762	32586	2021-12-14T00:00:00Z	2021-04-06T11:17:00Z	1	L005_455_4	L005_455	L005_455	SRP312669	sample
SRR14151490	AMPLICON	502	15014318	PRJNA718293	SAMN18631678	Metagenome or environmental	8339836	CENTRE FOR INFECTIOUS DISEASE CONTROL/NATIONAL INSTITUTE FOR PUBLIC HEALTH AND THE ENVIRONMENT	2020-01-01	public	NA	"run.zq	fastq	sra"	"gs	s3	ncbi"	"s3.us-east-1	gs.US	ncbi.public"	NA	NA	NA	SRX10520473	NA	Netherlands	Europe	Netherlands: Bilthoven	Homo sapiens	Illumina MiSeq	NA	24	NP	52.1365344 N 5.2103806 E	759	PAIRED	PCR	METAGENOMIC	54	NA	metagenome	NA	29.2887468	ILLUMINA	29.3300495147705	0.166525991517119	23168	2021-12-14T00:00:00Z	2021-04-06T11:17:00Z	1	L005_292_4	L005_292	L005_292	SRP312669	sample
SRR14151491	AMPLICON	502	24851008	PRJNA718293	SAMN18631677	Metagenome or environmental	12572509	CENTRE FOR INFECTIOUS DISEASE CONTROL/NATIONAL INSTITUTE FOR PUBLIC HEALTH AND THE ENVIRONMENT	2020-01-01	public	NA	"sra	run.zq	fastq"	"ncbi	s3	gs"	"s3.us-east-1	gs.US	ncbi.public"	NA	NA	NA	SRX10520472	NA	Netherlands	Europe	Netherlands: Bilthoven	Homo sapiens	Illumina MiSeq	NA	25	NP	52.1365344 N 5.2103806 E	758	PAIRED	PCR	METAGENOMIC	54	NA	metagenome	NA	61.44849	ILLUMINA	21.778169631958	23.1805015355349	38779	2021-12-14T00:00:00Z	2021-04-06T11:17:00Z	1	L005_335_4	L005_335	L005_335	SRP312669	sample
SRR14151492	AMPLICON	502	6010948	PRJNA718293	SAMN18631676	Metagenome or environmental	3679895	CENTRE FOR INFECTIOUS DISEASE CONTROL/NATIONAL INSTITUTE FOR PUBLIC HEALTH AND THE ENVIRONMENT	2020-01-01	public	NA	"run.zq	fastq	sra"	"gs	ncbi	s3"	"ncbi.public	s3.us-east-1	gs.US"	NA	NA	NA	SRX10520471	NA	Netherlands	Europe	Netherlands: Bilthoven	Homo sapiens	Illumina MiSeq	NA	28	NP	52.1365344 N 5.2103806 E	757	PAIRED	PCR	METAGENOMIC	54	NA	metagenome	NA	17.6589978	ILLUMINA	29.924654006958	0.210598955163732	8053	2021-12-14T00:00:00Z	2021-04-06T11:17:00Z	1	L005_492_4	L005_492	L005_492	SRP312669	sample
SRR14151493	AMPLICON	502	18168384	PRJNA718293	SAMN18631675	Metagenome or environmental	11446023	CENTRE FOR INFECTIOUS DISEASE CONTROL/NATIONAL INSTITUTE FOR PUBLIC HEALTH AND THE ENVIRONMENT	2020-01-01	public	NA	"sra	fastq	run.zq"	"s3	gs	ncbi"	"s3.us-east-1	ncbi.public	gs.US"	NA	NA	NA	SRX10520470	NA	Netherlands	Europe	Netherlands: Bilthoven	Homo sapiens	Illumina MiSeq	NA	29	NP	52.1365344 N 5.2103806 E	756	PAIRED	PCR	METAGENOMIC	54	NA	metagenome	NA	62.637336	ILLUMINA	23.0029335021973	11.9227720424533	20296	2021-12-14T00:00:00Z	2021-04-06T11:17:00Z	1	L005_539_4	L005_539	L005_539	SRP312669	sample
SRR14151494	AMPLICON	502	20613626	PRJNA718293	SAMN18631674	Metagenome or environmental	9311462	CENTRE FOR INFECTIOUS DISEASE CONTROL/NATIONAL INSTITUTE FOR PUBLIC HEALTH AND THE ENVIRONMENT	2020-01-01	public	NA	"run.zq	fastq	sra"	"ncbi	gs	s3"	"s3.us-east-1	ncbi.public	gs.US"	NA	NA	NA	SRX10520469	NA	Netherlands	Europe	Netherlands: Bilthoven	Homo sapiens	Illumina MiSeq	NA	26	NP	52.1365344 N 5.2103806 E	755	PAIRED	PCR	METAGENOMIC	54	NA	metagenome	NA	48.796404	ILLUMINA	26.1061191558838	1.29736750386655	35594	2021-12-14T00:00:00Z	2021-04-06T11:17:00Z	1	L005_344_4	L005_344	L005_344	SRP312669	sample
SRR14151495	AMPLICON	502	19215054	PRJNA718293	SAMN18631673	Metagenome or environmental	11208183	CENTRE FOR INFECTIOUS DISEASE CONTROL/NATIONAL INSTITUTE FOR PUBLIC HEALTH AND THE ENVIRONMENT	2020-01-01	public	NA	"fastq	sra	run.zq"	"gs	s3	ncbi"	"s3.us-east-1	gs.US	ncbi.public"	NA	NA	NA	SRX10520468	NA	Netherlands	Europe	Netherlands: Bilthoven	Homo sapiens	Illumina MiSeq	NA	27	NP	52.1365344 N 5.2103806 E	754	PAIRED	PCR	METAGENOMIC	54	NA	metagenome	NA	62.281302	ILLUMINA	21.3378582000732	26.3212621212006	25057	2021-12-14T00:00:00Z	2021-04-06T11:17:00Z	1	L005_409_4	L005_409	L005_409	SRP312669	sample
SRR14151496	AMPLICON	502	14274370	PRJNA718293	SAMN18631672	Metagenome or environmental	7969961	CENTRE FOR INFECTIOUS DISEASE CONTROL/NATIONAL INSTITUTE FOR PUBLIC HEALTH AND THE ENVIRONMENT	2020-01-01	public	NA	"sra	run.zq	fastq"	"ncbi	s3	gs"	"ncbi.public	s3.us-east-1	gs.US"	NA	NA	NA	SRX10520467	NA	Netherlands	Europe	Netherlands: Bilthoven	Homo sapiens	Illumina MiSeq	NA	27	NP	52.1365344 N 5.2103806 E	753	PAIRED	PCR	METAGENOMIC	54	NA	metagenome	NA	32.7202362	ILLUMINA	28.8593616485596	0.190541366464458	19471	2021-12-14T00:00:00Z	2021-04-06T11:17:00Z	1	L005_404_4	L005_404	L005_404	SRP312669	sample
SRR14151497	AMPLICON	502	14227182	PRJNA718293	SAMN18631429	Metagenome or environmental	7578626	CENTRE FOR INFECTIOUS DISEASE CONTROL/NATIONAL INSTITUTE FOR PUBLIC HEALTH AND THE ENVIRONMENT	2020-01-01	public	NA	"sra	fastq	run.zq"	"gs	s3	ncbi"	"s3.us-east-1	gs.US	ncbi.public"	NA	NA	NA	SRX10520466	NA	Netherlands	Europe	Netherlands: Bilthoven	Homo sapiens	Illumina MiSeq	NA	26	NP	52.1365344 N 5.2103806 E	510	PAIRED	PCR	METAGENOMIC	53	NA	metagenome	NA	39.883353	ILLUMINA	28.0415649414062	0.364964216714725	22466	2021-12-14T00:00:00Z	2021-04-06T11:17:00Z	1	L005_342_3	L005_342	L005_342	SRP312669	sample
SRR14151498	AMPLICON	502	17918388	PRJNA718293	SAMN18631671	Metagenome or environmental	10538528	CENTRE FOR INFECTIOUS DISEASE CONTROL/NATIONAL INSTITUTE FOR PUBLIC HEALTH AND THE ENVIRONMENT	2020-01-01	public	NA	"sra	run.zq	fastq"	"gs	ncbi	s3"	"gs.US	s3.us-east-1	ncbi.public"	NA	NA	NA	SRX10520465	NA	Netherlands	Europe	Netherlands: Bilthoven	Homo sapiens	Illumina MiSeq	NA	29	NP	52.1365344 N 5.2103806 E	752	PAIRED	PCR	METAGENOMIC	54	NA	metagenome	NA	46.59422	ILLUMINA	22.3216381072998	18.8733451068401	22955	2021-12-14T00:00:00Z	2021-04-06T11:17:00Z	1	L005_526_4	L005_526	L005_526	SRP312669	sample
SRR14151499	AMPLICON	502	15590614	PRJNA718293	SAMN18631670	Metagenome or environmental	9171915	CENTRE FOR INFECTIOUS DISEASE CONTROL/NATIONAL INSTITUTE FOR PUBLIC HEALTH AND THE ENVIRONMENT	2020-01-01	public	NA	"run.zq	sra	fastq"	"s3	ncbi	gs"	"ncbi.public	gs.US	s3.us-east-1"	NA	NA	NA	SRX10520464	NA	Netherlands	Europe	Netherlands: Bilthoven	Homo sapiens	Illumina MiSeq	NA	27	NP	52.1365344 N 5.2103806 E	751	PAIRED	PCR	METAGENOMIC	54	NA	metagenome	NA	50.701776	ILLUMINA	26.4616260528564	0.91682915808633	20957	2021-12-14T00:00:00Z	2021-04-06T11:17:00Z	1	L005_416_4	L005_416	L005_416	SRP312669	sample
SRR14151500	AMPLICON	502	16588590	PRJNA718293	SAMN18631669	Metagenome or environmental	9561538	CENTRE FOR INFECTIOUS DISEASE CONTROL/NATIONAL INSTITUTE FOR PUBLIC HEALTH AND THE ENVIRONMENT	2020-01-01	public	NA	"run.zq	sra	fastq"	"ncbi	s3	gs"	"ncbi.public	gs.US	s3.us-east-1"	NA	NA	NA	SRX10520463	NA	Netherlands	Europe	Netherlands: Bilthoven	Homo sapiens	Illumina MiSeq	NA	27	NP	52.1365344 N 5.2103806 E	750	PAIRED	PCR	METAGENOMIC	54	NA	metagenome	NA	59.841172	ILLUMINA	25.3331069946289	1.92052323836833	21921	2021-12-14T00:00:00Z	2021-04-06T11:17:00Z	1	L005_398_4	L005_398	L005_398	SRP312669	sample
SRR14151501	AMPLICON	502	22078462	PRJNA718293	SAMN18631668	Metagenome or environmental	10345023	CENTRE FOR INFECTIOUS DISEASE CONTROL/NATIONAL INSTITUTE FOR PUBLIC HEALTH AND THE ENVIRONMENT	2020-01-01	public	NA	"fastq	sra	run.zq"	"s3	ncbi	gs"	"gs.US	ncbi.public	s3.us-east-1"	NA	NA	NA	SRX10520462	NA	Netherlands	Europe	Netherlands: Bilthoven	Homo sapiens	Illumina MiSeq	NA	25	NP	52.1365344 N 5.2103806 E	749	PAIRED	PCR	METAGENOMIC	54	NA	metagenome	NA	55.870254	ILLUMINA	23.7379360198975	5.97647717222571	36906	2021-12-14T00:00:00Z	2021-04-06T11:17:00Z	1	L005_316_4	L005_316	L005_316	SRP312669	sample
SRR14151502	AMPLICON	502	8235812	PRJNA718293	SAMN18631667	Metagenome or environmental	4744296	CENTRE FOR INFECTIOUS DISEASE CONTROL/NATIONAL INSTITUTE FOR PUBLIC HEALTH AND THE ENVIRONMENT	2020-01-01	public	NA	"sra	run.zq	fastq"	"ncbi	gs	s3"	"s3.us-east-1	gs.US	ncbi.public"	NA	NA	NA	SRX10520461	NA	Netherlands	Europe	Netherlands: Bilthoven	Homo sapiens	Illumina MiSeq	NA	26	NP	52.1365344 N 5.2103806 E	748	PAIRED	PCR	METAGENOMIC	54	NA	metagenome	NA	23.2416156	ILLUMINA	29.8374996185303	0.112497102236375	12299	2021-12-14T00:00:00Z	2021-04-06T11:17:00Z	1	L005_370_4	L005_370	L005_370	SRP312669	sample
SRR14151503	AMPLICON	502	8636910	PRJNA718293	SAMN18631666	Metagenome or environmental	5112253	CENTRE FOR INFECTIOUS DISEASE CONTROL/NATIONAL INSTITUTE FOR PUBLIC HEALTH AND THE ENVIRONMENT	2020-01-01	public	NA	"run.zq	sra	fastq"	"ncbi	gs	s3"	"s3.us-east-1	ncbi.public	gs.US"	NA	NA	NA	SRX10520460	NA	Netherlands	Europe	Netherlands: Bilthoven	Homo sapiens	Illumina MiSeq	NA	28	NP	52.1365344 N 5.2103806 E	747	PAIRED	PCR	METAGENOMIC	54	NA	metagenome	NA	36.1763476	ILLUMINA	28.3642082214355	0.615566328633577	12178	2021-12-14T00:00:00Z	2021-04-06T11:17:00Z	1	L005_443_4	L005_443	L005_443	SRP312669	sample
SRR14151504	AMPLICON	502	19597578	PRJNA718293	SAMN18631665	Metagenome or environmental	10684046	CENTRE FOR INFECTIOUS DISEASE CONTROL/NATIONAL INSTITUTE FOR PUBLIC HEALTH AND THE ENVIRONMENT	2020-01-01	public	NA	"sra	run.zq	fastq"	"s3	ncbi	gs"	"gs.US	s3.us-east-1	ncbi.public"	NA	NA	NA	SRX10520459	NA	Netherlands	Europe	Netherlands: Bilthoven	Homo sapiens	Illumina MiSeq	NA	26	NP	52.1365344 N 5.2103806 E	746	PAIRED	PCR	METAGENOMIC	54	NA	metagenome	NA	41.64171	ILLUMINA	26.2290191650391	1.19697931222618	29103	2021-12-14T00:00:00Z	2021-04-06T11:17:00Z	1	L005_366_4	L005_366	L005_366	SRP312669	sample
SRR14151505	AMPLICON	502	13563036	PRJNA718293	SAMN18631664	Metagenome or environmental	7160550	CENTRE FOR INFECTIOUS DISEASE CONTROL/NATIONAL INSTITUTE FOR PUBLIC HEALTH AND THE ENVIRONMENT	2020-01-01	public	NA	"sra	run.zq	fastq"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	NA	NA	NA	SRX10520458	NA	Netherlands	Europe	Netherlands: Bilthoven	Homo sapiens	Illumina MiSeq	NA	28	NP	52.1365344 N 5.2103806 E	745	PAIRED	PCR	METAGENOMIC	54	NA	metagenome	NA	42.804628	ILLUMINA	27.9056701660156	0.843637681100518	20822	2021-12-14T00:00:00Z	2021-04-06T11:18:00Z	1	L005_468_4	L005_468	L005_468	SRP312669	sample
SRR14151506	AMPLICON	502	21676360	PRJNA718293	SAMN18631663	Metagenome or environmental	11261297	CENTRE FOR INFECTIOUS DISEASE CONTROL/NATIONAL INSTITUTE FOR PUBLIC HEALTH AND THE ENVIRONMENT	2020-01-01	public	NA	"sra	run.zq	fastq"	"gs	ncbi	s3"	"gs.US	s3.us-east-1	ncbi.public"	NA	NA	NA	SRX10520457	NA	Netherlands	Europe	Netherlands: Bilthoven	Homo sapiens	Illumina MiSeq	NA	26	NP	52.1365344 N 5.2103806 E	744	PAIRED	PCR	METAGENOMIC	54	NA	metagenome	NA	42.2234334	ILLUMINA	26.4556884765625	1.03175919502974	33790	2021-12-14T00:00:00Z	2021-04-06T11:17:00Z	1	L005_385_4	L005_385	L005_385	SRP312669	sample
SRR14151507	AMPLICON	502	19310936	PRJNA718293	SAMN18631662	Metagenome or environmental	8260162	CENTRE FOR INFECTIOUS DISEASE CONTROL/NATIONAL INSTITUTE FOR PUBLIC HEALTH AND THE ENVIRONMENT	2020-01-01	public	NA	"fastq	sra	run.zq"	"gs	s3	ncbi"	"s3.us-east-1	gs.US	ncbi.public"	NA	NA	NA	SRX10520456	NA	Netherlands	Europe	Netherlands: Bilthoven	Homo sapiens	Illumina MiSeq	NA	25	NP	52.1365344 N 5.2103806 E	743	PAIRED	PCR	METAGENOMIC	54	NA	metagenome	NA	46.856148	ILLUMINA	25.5516395568848	1.70467782299966	32706	2021-12-14T00:00:00Z	2021-04-06T11:18:00Z	1	L005_318_4	L005_318	L005_318	SRP312669	sample
SRR14151508	AMPLICON	502	18185954	PRJNA718293	SAMN18631428	Metagenome or environmental	9606408	CENTRE FOR INFECTIOUS DISEASE CONTROL/NATIONAL INSTITUTE FOR PUBLIC HEALTH AND THE ENVIRONMENT	2020-01-01	public	NA	"run.zq	sra	fastq"	"gs	ncbi	s3"	"s3.us-east-1	gs.US	ncbi.public"	NA	NA	NA	SRX10520455	NA	Netherlands	Europe	Netherlands: Bilthoven	Homo sapiens	Illumina MiSeq	NA	24	NP	52.1365344 N 5.2103806 E	509	PAIRED	PCR	METAGENOMIC	53	NA	metagenome	NA	33.3915798	ILLUMINA	29.9171142578125	0.11227839422645	29003	2021-12-14T00:00:00Z	2021-04-06T11:18:00Z	1	L005_299_3	L005_299	L005_299	SRP312669	sample
SRR14151509	AMPLICON	502	17248218	PRJNA718293	SAMN18631661	Metagenome or environmental	10111141	CENTRE FOR INFECTIOUS DISEASE CONTROL/NATIONAL INSTITUTE FOR PUBLIC HEALTH AND THE ENVIRONMENT	2020-01-01	public	NA	"sra	fastq	run.zq"	"ncbi	gs	s3"	"s3.us-east-1	ncbi.public	gs.US"	NA	NA	NA	SRX10520454	NA	Netherlands	Europe	Netherlands: Bilthoven	Homo sapiens	Illumina MiSeq	NA	25	NP	52.1365344 N 5.2103806 E	742	PAIRED	PCR	METAGENOMIC	54	NA	metagenome	NA	41.722554	ILLUMINA	27.6799697875977	0.391139183193445	22934	2021-12-14T00:00:00Z	2021-04-06T11:18:00Z	1	L005_324_4	L005_324	L005_324	SRP312669	sample
SRR14151510	AMPLICON	502	12257334	PRJNA718293	SAMN18631660	Metagenome or environmental	6678818	CENTRE FOR INFECTIOUS DISEASE CONTROL/NATIONAL INSTITUTE FOR PUBLIC HEALTH AND THE ENVIRONMENT	2020-01-01	public	NA	"run.zq	fastq	sra"	"ncbi	gs	s3"	"s3.us-east-1	gs.US	ncbi.public"	NA	NA	NA	SRX10520453	NA	Netherlands	Europe	Netherlands: Bilthoven	Homo sapiens	Illumina MiSeq	NA	28	NP	52.1365344 N 5.2103806 E	741	PAIRED	PCR	METAGENOMIC	54	NA	metagenome	NA	39.4239388	ILLUMINA	27.9561519622803	0.8148662163876	19015	2021-12-14T00:00:00Z	2021-04-06T11:18:00Z	1	L005_467_4	L005_467	L005_467	SRP312669	sample
SRR14151511	AMPLICON	502	15945528	PRJNA718293	SAMN18631659	Metagenome or environmental	9810481	CENTRE FOR INFECTIOUS DISEASE CONTROL/NATIONAL INSTITUTE FOR PUBLIC HEALTH AND THE ENVIRONMENT	2020-01-01	public	NA	"run.zq	fastq	sra"	"gs	ncbi	s3"	"gs.US	s3.us-east-1	ncbi.public"	NA	NA	NA	SRX10520452	NA	Netherlands	Europe	Netherlands: Bilthoven	Homo sapiens	Illumina MiSeq	NA	24	NP	52.1365344 N 5.2103806 E	740	PAIRED	PCR	METAGENOMIC	54	NA	metagenome	NA	14.5453395	ILLUMINA	29.568151473999	0.141922879265621	22070	2021-12-14T00:00:00Z	2021-04-06T11:17:00Z	1	L005_306_4	L005_306	L005_306	SRP312669	sample
SRR14151512	AMPLICON	502	8581188	PRJNA718293	SAMN18631658	Metagenome or environmental	5183179	CENTRE FOR INFECTIOUS DISEASE CONTROL/NATIONAL INSTITUTE FOR PUBLIC HEALTH AND THE ENVIRONMENT	2020-01-01	public	NA	"fastq	run.zq	sra"	"s3	ncbi	gs"	"s3.us-east-1	ncbi.public	gs.US"	NA	NA	NA	SRX10520451	NA	Netherlands	Europe	Netherlands: Bilthoven	Homo sapiens	Illumina MiSeq	NA	25	NP	52.1365344 N 5.2103806 E	739	PAIRED	PCR	METAGENOMIC	54	NA	metagenome	NA	27.6516558	ILLUMINA	28.8040771484375	0.179750568349846	12055	2021-12-14T00:00:00Z	2021-04-06T11:18:00Z	1	L005_337_4	L005_337	L005_337	SRP312669	sample
SRR14151513	AMPLICON	502	14010820	PRJNA718293	SAMN18631657	Metagenome or environmental	6413664	CENTRE FOR INFECTIOUS DISEASE CONTROL/NATIONAL INSTITUTE FOR PUBLIC HEALTH AND THE ENVIRONMENT	2020-01-01	public	NA	"run.zq	sra	fastq"	"gs	s3	ncbi"	"gs.US	s3.us-east-1	ncbi.public"	NA	NA	NA	SRX10520450	NA	Netherlands	Europe	Netherlands: Bilthoven	Homo sapiens	Illumina MiSeq	NA	29	NP	52.1365344 N 5.2103806 E	738	PAIRED	PCR	METAGENOMIC	54	NA	metagenome	NA	37.5799388	ILLUMINA	24.0916137695312	5.72308618575335	23438	2021-12-14T00:00:00Z	2021-04-06T11:18:00Z	1	L005_523_4	L005_523	L005_523	SRP312669	sample
SRR14151514	AMPLICON	502	13276394	PRJNA718293	SAMN18631656	Metagenome or environmental	7634844	CENTRE FOR INFECTIOUS DISEASE CONTROL/NATIONAL INSTITUTE FOR PUBLIC HEALTH AND THE ENVIRONMENT	2020-01-01	public	NA	"run.zq	fastq	sra"	"gs	s3	ncbi"	"gs.US	s3.us-east-1	ncbi.public"	NA	NA	NA	SRX10520449	NA	Netherlands	Europe	Netherlands: Bilthoven	Homo sapiens	Illumina MiSeq	NA	27	NP	52.1365344 N 5.2103806 E	737	PAIRED	PCR	METAGENOMIC	54	NA	metagenome	NA	41.1142834	ILLUMINA	26.0684928894043	1.18620099965483	18161	2021-12-14T00:00:00Z	2021-04-06T11:18:00Z	1	L005_429_4	L005_429	L005_429	SRP312669	sample
SRR14151515	AMPLICON	502	6319678	PRJNA718293	SAMN18631655	Metagenome or environmental	3419949	CENTRE FOR INFECTIOUS DISEASE CONTROL/NATIONAL INSTITUTE FOR PUBLIC HEALTH AND THE ENVIRONMENT	2020-01-01	public	NA	"sra	fastq	run.zq"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	NA	NA	NA	SRX10520448	NA	Netherlands	Europe	Netherlands: Bilthoven	Homo sapiens	Illumina MiSeq	NA	29	NP	52.1365344 N 5.2103806 E	736	PAIRED	PCR	METAGENOMIC	54	NA	metagenome	NA	13.4487878	ILLUMINA	28.2593688964844	0.344653613865376	10276	2021-12-14T00:00:00Z	2021-04-06T11:17:00Z	1	L005_530_4	L005_530	L005_530	SRP312669	sample
SRR14151516	AMPLICON	502	18580526	PRJNA718293	SAMN18631654	Metagenome or environmental	10085027	CENTRE FOR INFECTIOUS DISEASE CONTROL/NATIONAL INSTITUTE FOR PUBLIC HEALTH AND THE ENVIRONMENT	2020-01-01	public	NA	"sra	fastq	run.zq"	"ncbi	s3	gs"	"gs.US	s3.us-east-1	ncbi.public"	NA	NA	NA	SRX10520447	NA	Netherlands	Europe	Netherlands: Bilthoven	Homo sapiens	Illumina MiSeq	NA	24	NP	52.1365344 N 5.2103806 E	735	PAIRED	PCR	METAGENOMIC	54	NA	metagenome	NA	61.85271	ILLUMINA	24.5014553070068	4.26070764660835	26952	2021-12-14T00:00:00Z	2021-04-06T11:18:00Z	1	L005_301_4	L005_301	L005_301	SRP312669	sample
SRR14151517	AMPLICON	502	24143690	PRJNA718293	SAMN18631653	Metagenome or environmental	13738491	CENTRE FOR INFECTIOUS DISEASE CONTROL/NATIONAL INSTITUTE FOR PUBLIC HEALTH AND THE ENVIRONMENT	2020-01-01	public	NA	"run.zq	sra	fastq"	"gs	ncbi	s3"	"ncbi.public	gs.US	s3.us-east-1"	NA	NA	NA	SRX10520446	NA	Netherlands	Europe	Netherlands: Bilthoven	Homo sapiens	Illumina MiSeq	NA	NA	NA	52.1365344 N 5.2103806 E	734	PAIRED	PCR	METAGENOMIC	54	UMC	metagenome	5	84.907962	ILLUMINA	NA	NA	29342	2021-12-14T00:00:00Z	2021-04-06T11:18:00Z	1	ms_co_UMC_5_4	NA	NA	SRP312669	ms_co
SRR14151518	AMPLICON	502	12646384	PRJNA718293	SAMN18631652	Metagenome or environmental	7212408	CENTRE FOR INFECTIOUS DISEASE CONTROL/NATIONAL INSTITUTE FOR PUBLIC HEALTH AND THE ENVIRONMENT	2020-01-01	public	NA	"run.zq	sra	fastq"	"s3	ncbi	gs"	"ncbi.public	s3.us-east-1	gs.US"	NA	NA	NA	SRX10520445	NA	Netherlands	Europe	Netherlands: Bilthoven	Homo sapiens	Illumina MiSeq	NA	25	NP	52.1365344 N 5.2103806 E	733	PAIRED	PCR	METAGENOMIC	54	NA	metagenome	NA	24.1511106	ILLUMINA	29.4419002532959	0.115632530651055	19406	2021-12-14T00:00:00Z	2021-04-06T11:18:00Z	1	L005_334_4	L005_334	L005_334	SRP312669	sample
SRR14151519	AMPLICON	502	24760146	PRJNA718293	SAMN18631427	Metagenome or environmental	14217373	CENTRE FOR INFECTIOUS DISEASE CONTROL/NATIONAL INSTITUTE FOR PUBLIC HEALTH AND THE ENVIRONMENT	2020-01-01	public	NA	"sra	fastq	run.zq"	"ncbi	s3	gs"	"ncbi.public	gs.US	s3.us-east-1"	NA	NA	NA	SRX10520444	NA	Netherlands	Europe	Netherlands: Bilthoven	Homo sapiens	Illumina MiSeq	NA	NA	NA	52.1365344 N 5.2103806 E	508	PAIRED	PCR	METAGENOMIC	53	Zymo	metagenome	5	87.614288	ILLUMINA	NA	NA	27095	2021-12-14T00:00:00Z	2021-04-06T11:18:00Z	1	ms_co_Zymo_5_3	NA	NA	SRP312669	ms_co
SRR14151520	AMPLICON	502	21500158	PRJNA718293	SAMN18631651	Metagenome or environmental	11188529	CENTRE FOR INFECTIOUS DISEASE CONTROL/NATIONAL INSTITUTE FOR PUBLIC HEALTH AND THE ENVIRONMENT	2020-01-01	public	NA	"fastq	sra	run.zq"	"ncbi	s3	gs"	"s3.us-east-1	ncbi.public	gs.US"	NA	NA	NA	SRX10520443	NA	Netherlands	Europe	Netherlands: Bilthoven	Homo sapiens	Illumina MiSeq	NA	27	NP	52.1365344 N 5.2103806 E	732	PAIRED	PCR	METAGENOMIC	54	NA	metagenome	NA	76.034762	ILLUMINA	16.2351627349854	745.295703411102	32929	2021-12-14T00:00:00Z	2021-04-06T11:18:00Z	1	L005_407_4	L005_407	L005_407	SRP312669	sample
SRR14151521	AMPLICON	502	12707628	PRJNA718293	SAMN18631650	Metagenome or environmental	7047663	CENTRE FOR INFECTIOUS DISEASE CONTROL/NATIONAL INSTITUTE FOR PUBLIC HEALTH AND THE ENVIRONMENT	2020-01-01	public	NA	"sra	run.zq	fastq"	"s3	ncbi	gs"	"ncbi.public	gs.US	s3.us-east-1"	NA	NA	NA	SRX10520442	NA	Netherlands	Europe	Netherlands: Bilthoven	Homo sapiens	Illumina MiSeq	NA	27	NP	52.1365344 N 5.2103806 E	731	PAIRED	PCR	METAGENOMIC	54	NA	metagenome	NA	35.5197308	ILLUMINA	28.602029800415	0.225535855861381	18192	2021-12-14T00:00:00Z	2021-04-06T11:18:00Z	1	L005_394_4	L005_394	L005_394	SRP312669	sample
SRR14151522	AMPLICON	502	7321670	PRJNA718293	SAMN18631649	Metagenome or environmental	4448725	CENTRE FOR INFECTIOUS DISEASE CONTROL/NATIONAL INSTITUTE FOR PUBLIC HEALTH AND THE ENVIRONMENT	2020-01-01	public	NA	"fastq	run.zq	sra"	"ncbi	s3	gs"	"s3.us-east-1	ncbi.public	gs.US"	NA	NA	NA	SRX10520441	NA	Netherlands	Europe	Netherlands: Bilthoven	Homo sapiens	Illumina MiSeq	NA	28	NP	52.1365344 N 5.2103806 E	730	PAIRED	PCR	METAGENOMIC	54	NA	metagenome	NA	17.8451334	ILLUMINA	29.3903579711914	0.304055138258263	9960	2021-12-14T00:00:00Z	2021-04-06T11:18:00Z	1	L005_493_4	L005_493	L005_493	SRP312669	sample
