#SampleID	Assay_Type	AvgSpotLen	BioProject	BioSample	Center_Name	Consent	DATASTORE_filetype	DATASTORE_provider	ENA_FIRST_PUBLIC	ENA_LAST_UPDATE	Experiment	InsertSize	Instrument	LibraryLayout	LibrarySelection	LibrarySource	Library_Name	LoadDate	MBases	MBytes	Organism	Platform	ReleaseDate	Run	SRA_Sample	SRA_Study	Sample_Name	age	age_units	body_habitat	body_product	body_site	collection_timestamp	dna_extracted	geo_loc_name	geography	host_age	host_age_month	host_age_years	host_common_name	host_gravidity	host_head_width_mm	host_length_mm	host_scientific_name	host_sex	host_state	host_subject_id	host_taxid	host_tot_mass_g	host_weight	latitude	loc_rad_geiger_gamma_usv_per_h	loc_rad_log	location	log_loc_rad_geiger_gamma_usv_per_h	longitude	mapfile	physical_specimen_location	physical_specimen_remaining	replicate	sample_type	sex	treatment	weight_units	loc2
ERR2117453	OTHER	150	PRJEB22579	SAMEA104288739	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	6/18/18	9/10/17	ERX2174311	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	11360.vole.166	7/7/18	4	2	feces metagenome	ILLUMINA	7/3/18	ERR2117453	ERS1913717	ERP104266	qiita_sid_11360:11360.vole.166	10	years	UBERON:feces	UBERON:feces	UBERON:feces	6/1/16 14:15	TRUE	Ukraine	NA	NA	NA	10	Bank vole	no	14.11	94.25	Myodes glareolus	male	mature	166	447135	22.86	NA	51.385359	12.39	1.09	NA	1.09	30.04234	SraRunTable2.txt	"NA (prev. University of Oulu, Department of Ecology and Genetics)"	FALSE	CH1	stool	NA	CH	NA	inside CEZ
ERR2117454	OTHER	150	PRJEB22579	SAMEA104288740	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	6/18/18	9/10/17	ERX2174312	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	11360.vole.168	7/7/18	5	3	feces metagenome	ILLUMINA	7/3/18	ERR2117454	ERS1913718	ERP104266	qiita_sid_11360:11360.vole.168	2~5	years	UBERON:feces	UBERON:feces	UBERON:feces	6/2/16 15:25	TRUE	Ukraine	NA	NA	NA	2~5	Bank vole	yes	12.63	98.47	Myodes glareolus	female	ad	168	447135	33.52	NA	51.38247	59.59	1.78	NA	1.78	30.042622	SraRunTable2.txt	"NA (prev. University of Oulu, Department of Ecology and Genetics)"	FALSE	CH1	stool	NA	CH	NA	inside CEZ
ERR2117455	OTHER	150	PRJEB22579	SAMEA104288741	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	6/18/18	9/10/17	ERX2174313	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	11360.vole.171	7/7/18	5	3	feces metagenome	ILLUMINA	7/3/18	ERR2117455	ERS1913719	ERP104266	qiita_sid_11360:11360.vole.171	1	years	UBERON:feces	UBERON:feces	UBERON:feces	6/2/16 14:25	TRUE	Ukraine	NA	NA	NA	1	Bank vole	no	11.74	87.49	Myodes glareolus	male	juv	171	447135	17.56	NA	51.382351	45.93	1.66	NA	1.66	30.030332	SraRunTable2.txt	"NA (prev. University of Oulu, Department of Ecology and Genetics)"	FALSE	CH1	stool	NA	CH	NA	inside CEZ
ERR2117456	OTHER	150	PRJEB22579	SAMEA104288742	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	6/18/18	9/10/17	ERX2174314	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	11360.vole.177	7/7/18	5	3	feces metagenome	ILLUMINA	7/3/18	ERR2117456	ERS1913720	ERP104266	qiita_sid_11360:11360.vole.177	2~5	years	UBERON:feces	UBERON:feces	UBERON:feces	6/2/16 15:15	TRUE	Ukraine	NA	NA	NA	2~5	Bank vole	no	12.29	83.28	Myodes glareolus	female	subad	177	447135	17.39	NA	51.38247	59.59	1.78	NA	1.78	30.042622	SraRunTable2.txt	"NA (prev. University of Oulu, Department of Ecology and Genetics)"	FALSE	CH1	stool	NA	CH	NA	inside CEZ
ERR2117457	OTHER	150	PRJEB22579	SAMEA104288743	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	6/18/18	9/10/17	ERX2174315	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	11360.vole.179	7/7/18	6	3	feces metagenome	ILLUMINA	7/3/18	ERR2117457	ERS1913721	ERP104266	qiita_sid_11360:11360.vole.179	2~5	years	UBERON:feces	UBERON:feces	UBERON:feces	6/3/16 12:49	TRUE	Ukraine	NA	NA	NA	2~5	Bank vole	no	12.71	96.76	Myodes glareolus	male	ad	179	447135	24.39	NA	51.294682	16.32	1.21	NA	1.21	29.642889	SraRunTable2.txt	"NA (prev. University of Oulu, Department of Ecology and Genetics)"	FALSE	CH3	stool	NA	CH	NA	inside CEZ
ERR2117458	OTHER	150	PRJEB22579	SAMEA104288744	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	6/18/18	9/10/17	ERX2174316	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	11360.vole.180	7/7/18	7	4	feces metagenome	ILLUMINA	7/3/18	ERR2117458	ERS1913722	ERP104266	qiita_sid_11360:11360.vole.180	2~5	years	UBERON:feces	UBERON:feces	UBERON:feces	6/3/16 13:45	TRUE	Ukraine	NA	NA	NA	2~5	Bank vole	yes	12.45	89.34	Myodes glareolus	female	ad	180	447135	24.78	NA	51.299806	17	1.23	NA	1.23	29.63943	SraRunTable2.txt	"NA (prev. University of Oulu, Department of Ecology and Genetics)"	FALSE	CH3	stool	NA	CH	NA	inside CEZ
ERR2117459	OTHER	150	PRJEB22579	SAMEA104288745	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	6/18/18	9/10/17	ERX2174317	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	11360.vole.183	7/7/18	5	2	feces metagenome	ILLUMINA	7/3/18	ERR2117459	ERS1913723	ERP104266	qiita_sid_11360:11360.vole.183	1	years	UBERON:feces	UBERON:feces	UBERON:feces	6/3/16 14:00	TRUE	Ukraine	NA	NA	NA	1	Bank vole	no	11.87	92.91	Myodes glareolus	male	juv	183	447135	20.16	NA	51.299806	17	1.23	NA	1.23	29.63943	SraRunTable2.txt	"NA (prev. University of Oulu, Department of Ecology and Genetics)"	FALSE	CH3	stool	NA	CH	NA	inside CEZ
ERR2117460	OTHER	150	PRJEB22579	SAMEA104288746	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	6/18/18	9/10/17	ERX2174318	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	11360.vole.184	7/7/18	7	4	feces metagenome	ILLUMINA	7/3/18	ERR2117460	ERS1913724	ERP104266	qiita_sid_11360:11360.vole.184	2~5	years	UBERON:feces	UBERON:feces	UBERON:feces	6/3/16 12:50	TRUE	Ukraine	NA	NA	NA	2~5	Bank vole	yes	12.87	91.3	Myodes glareolus	female	ad	184	447135	26.52	NA	51.294682	15	1.18	NA	1.18	29.642889	SraRunTable2.txt	"NA (prev. University of Oulu, Department of Ecology and Genetics)"	FALSE	CH3	stool	NA	CH	NA	inside CEZ
ERR2117461	OTHER	150	PRJEB22579	SAMEA104288747	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	6/18/18	9/10/17	ERX2174319	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	11360.vole.186	7/7/18	4	2	feces metagenome	ILLUMINA	7/3/18	ERR2117461	ERS1913725	ERP104266	qiita_sid_11360:11360.vole.186	2~5	years	UBERON:feces	UBERON:feces	UBERON:feces	6/3/16 12:57	TRUE	Ukraine	NA	NA	NA	2~5	Bank vole	yes	12	94.81	Myodes glareolus	female	ad	186	447135	30.94	NA	51.294682	15	1.18	NA	1.18	29.642889	SraRunTable2.txt	"NA (prev. University of Oulu, Department of Ecology and Genetics)"	FALSE	CH3	stool	NA	CH	NA	inside CEZ
ERR2117462	OTHER	150	PRJEB22579	SAMEA104288748	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	6/18/18	9/10/17	ERX2174320	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	11360.vole.189	7/7/18	6	3	feces metagenome	ILLUMINA	7/3/18	ERR2117462	ERS1913726	ERP104266	qiita_sid_11360:11360.vole.189	10	years	UBERON:feces	UBERON:feces	UBERON:feces	6/3/16 15:50	TRUE	Ukraine	NA	NA	NA	10	Bank vole	yes	13.86	105.13	Myodes glareolus	female	mature	189	447135	27.54	NA	51.38868	10.06	1	NA	1	30.071586	SraRunTable2.txt	"NA (prev. University of Oulu, Department of Ecology and Genetics)"	FALSE	CH1	stool	NA	CH	NA	inside CEZ
ERR2117463	OTHER	150	PRJEB22579	SAMEA104288749	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	6/18/18	9/10/17	ERX2174321	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	11360.vole.19	7/7/18	4	2	feces metagenome	ILLUMINA	7/3/18	ERR2117463	ERS1913727	ERP104266	qiita_sid_11360:11360.vole.19	2~5	years	UBERON:feces	UBERON:feces	UBERON:feces	5/27/16 11:24	TRUE	Ukraine	NA	NA	NA	2~5	Bank vole	no	12.97	94.77	Myodes glareolus	male	ad	19	447135	21.26	NA	51.380876	24.17	1.38	NA	1.38	30.028058	SraRunTable2.txt	"NA (prev. University of Oulu, Department of Ecology and Genetics)"	FALSE	CH1	stool	NA	CH	NA	inside CEZ
ERR2117464	OTHER	150	PRJEB22579	SAMEA104288750	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	6/18/18	9/10/17	ERX2174322	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	11360.vole.193	7/7/18	6	3	feces metagenome	ILLUMINA	7/3/18	ERR2117464	ERS1913728	ERP104266	qiita_sid_11360:11360.vole.193	2~5	years	UBERON:feces	UBERON:feces	UBERON:feces	6/4/16 14:42	TRUE	Ukraine	NA	NA	NA	2~5	Bank vole	yes	12.91	95.47	Myodes glareolus	female	ad	193	447135	22.41	NA	51.294682	16.32	1.21	NA	1.21	29.642889	SraRunTable2.txt	"NA (prev. University of Oulu, Department of Ecology and Genetics)"	FALSE	CH3	stool	NA	CH	NA	inside CEZ
ERR2117465	OTHER	150	PRJEB22579	SAMEA104288751	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	6/18/18	9/10/17	ERX2174323	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	11360.vole.194	7/7/18	6	3	feces metagenome	ILLUMINA	7/3/18	ERR2117465	ERS1913729	ERP104266	qiita_sid_11360:11360.vole.194	2~5	years	UBERON:feces	UBERON:feces	UBERON:feces	6/4/16 14:35	TRUE	Ukraine	NA	NA	NA	2~5	Bank vole	no	13.55	93.47	Myodes glareolus	male	ad	194	447135	26.2	NA	51.29588	19	1.28	NA	1.28	29.642288	SraRunTable2.txt	"NA (prev. University of Oulu, Department of Ecology and Genetics)"	FALSE	CH3	stool	NA	CH	NA	inside CEZ
ERR2117466	OTHER	150	PRJEB22579	SAMEA104288752	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	6/18/18	9/10/17	ERX2174324	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	11360.vole.195	7/7/18	6	3	feces metagenome	ILLUMINA	7/3/18	ERR2117466	ERS1913730	ERP104266	qiita_sid_11360:11360.vole.195	2~5	years	UBERON:feces	UBERON:feces	UBERON:feces	6/4/16 14:15	TRUE	Ukraine	NA	NA	NA	2~5	Bank vole	no	12.77	95.12	Myodes glareolus	male	ad	195	447135	24.38	NA	51.29588	19	1.28	NA	1.28	29.642288	SraRunTable2.txt	"NA (prev. University of Oulu, Department of Ecology and Genetics)"	FALSE	CH3	stool	NA	CH	NA	inside CEZ
ERR2117467	OTHER	150	PRJEB22579	SAMEA104288753	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	6/18/18	9/10/17	ERX2174325	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	11360.vole.196	7/7/18	5	3	feces metagenome	ILLUMINA	7/3/18	ERR2117467	ERS1913731	ERP104266	qiita_sid_11360:11360.vole.196	2~5	years	UBERON:feces	UBERON:feces	UBERON:feces	6/4/16 14:07	TRUE	Ukraine	NA	NA	NA	2~5	Bank vole	no	12.97	96.24	Myodes glareolus	male	ad	196	447135	24.32	NA	51.294682	15	1.18	NA	1.18	29.642889	SraRunTable2.txt	"NA (prev. University of Oulu, Department of Ecology and Genetics)"	FALSE	CH3	stool	NA	CH	NA	inside CEZ
ERR2117468	OTHER	150	PRJEB22579	SAMEA104288754	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	6/18/18	9/10/17	ERX2174326	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	11360.vole.197	7/7/18	4	2	feces metagenome	ILLUMINA	7/3/18	ERR2117468	ERS1913732	ERP104266	qiita_sid_11360:11360.vole.197	2~5	years	UBERON:feces	UBERON:feces	UBERON:feces	6/4/16 14:55	TRUE	Ukraine	NA	NA	NA	2~5	Bank vole	yes	13.13	97.59	Myodes glareolus	female	ad	197	447135	25.54	NA	51.294682	16.32	1.21	NA	1.21	29.642889	SraRunTable2.txt	"NA (prev. University of Oulu, Department of Ecology and Genetics)"	FALSE	CH3	stool	NA	CH	NA	inside CEZ
ERR2117469	OTHER	150	PRJEB22579	SAMEA104288755	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	6/18/18	9/10/17	ERX2174327	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	11360.vole.198	7/7/18	5	2	feces metagenome	ILLUMINA	7/3/18	ERR2117469	ERS1913733	ERP104266	qiita_sid_11360:11360.vole.198	2~5	years	UBERON:feces	UBERON:feces	UBERON:feces	6/4/16 14:30	TRUE	Ukraine	NA	NA	NA	2~5	Bank vole	no	12.96	91.35	Myodes glareolus	male	ad	198	447135	20.11	NA	51.29588	19	1.28	NA	1.28	29.642288	SraRunTable2.txt	"NA (prev. University of Oulu, Department of Ecology and Genetics)"	FALSE	CH3	stool	NA	CH	NA	inside CEZ
ERR2117470	OTHER	150	PRJEB22579	SAMEA104288756	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	6/18/18	9/10/17	ERX2174328	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	11360.vole.2	7/7/18	10	5	feces metagenome	ILLUMINA	7/3/18	ERR2117470	ERS1913734	ERP104266	qiita_sid_11360:11360.vole.2	2~5	years	UBERON:feces	UBERON:feces	UBERON:feces	5/25/16 12:38	TRUE	Ukraine	NA	NA	NA	2~5	Bank vole	no	12.37	90.19	Myodes glareolus	male	ad	2	447135	21.68	NA	51.157146	0.18	-0.74	NA	-0.74	29.985035	SraRunTable2.txt	"NA (prev. University of Oulu, Department of Ecology and Genetics)"	FALSE	CL1	stool	NA	CL	NA	inside CEZ
ERR2117471	OTHER	150	PRJEB22579	SAMEA104288757	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	6/18/18	9/10/17	ERX2174329	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	11360.vole.20	7/7/18	4	2	feces metagenome	ILLUMINA	7/3/18	ERR2117471	ERS1913735	ERP104266	qiita_sid_11360:11360.vole.20	10	years	UBERON:feces	UBERON:feces	UBERON:feces	5/27/16 11:24	TRUE	Ukraine	NA	NA	NA	10	Bank vole	no	14.28	103.71	Myodes glareolus	male	ad	20	447135	28.59	NA	51.385139	13.86	1.14	NA	1.14	30.038926	SraRunTable2.txt	"NA (prev. University of Oulu, Department of Ecology and Genetics)"	FALSE	CH1	stool	NA	CH	NA	inside CEZ
ERR2117472	OTHER	150	PRJEB22579	SAMEA104288758	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	6/18/18	9/10/17	ERX2174330	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	11360.vole.200	7/7/18	5	2	feces metagenome	ILLUMINA	7/3/18	ERR2117472	ERS1913736	ERP104266	qiita_sid_11360:11360.vole.200	2~5	years	UBERON:feces	UBERON:feces	UBERON:feces	6/4/16 14:30	TRUE	Ukraine	NA	NA	NA	2~5	Bank vole	yes	13.08	102.07	Myodes glareolus	female	ad	200	447135	36.61	NA	51.297616	18.59	1.27	NA	1.27	29.640897	SraRunTable2.txt	"NA (prev. University of Oulu, Department of Ecology and Genetics)"	FALSE	CH3	stool	NA	CH	NA	inside CEZ
ERR2117473	OTHER	150	PRJEB22579	SAMEA104288759	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	6/18/18	9/10/17	ERX2174331	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	11360.vole.201	7/7/18	6	3	feces metagenome	ILLUMINA	7/3/18	ERR2117473	ERS1913737	ERP104266	qiita_sid_11360:11360.vole.201	1	years	UBERON:feces	UBERON:feces	UBERON:feces	6/5/16 14:35	TRUE	Ukraine	NA	NA	NA	1	Bank vole	yes	11.86	90.74	Myodes glareolus	female	juv	201	447135	19.82	NA	51.294682	15	1.18	NA	1.18	29.642889	SraRunTable2.txt	"NA (prev. University of Oulu, Department of Ecology and Genetics)"	FALSE	CH3	stool	NA	CH	NA	inside CEZ
ERR2117474	OTHER	150	PRJEB22579	SAMEA104288760	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	6/18/18	9/10/17	ERX2174332	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	11360.vole.202	7/7/18	4	2	feces metagenome	ILLUMINA	7/3/18	ERR2117474	ERS1913738	ERP104266	qiita_sid_11360:11360.vole.202	2~5	years	UBERON:feces	UBERON:feces	UBERON:feces	6/5/16 14:10	TRUE	Ukraine	NA	NA	NA	2~5	Bank vole	no	12.9	85.83	Myodes glareolus	male	ad	202	447135	19.14	NA	51.294682	15	1.18	NA	1.18	29.642889	SraRunTable2.txt	"NA (prev. University of Oulu, Department of Ecology and Genetics)"	FALSE	CH3	stool	NA	CH	NA	inside CEZ
ERR2117475	OTHER	150	PRJEB22579	SAMEA104288761	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	6/18/18	9/10/17	ERX2174333	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	11360.vole.203	7/7/18	5	3	feces metagenome	ILLUMINA	7/3/18	ERR2117475	ERS1913739	ERP104266	qiita_sid_11360:11360.vole.203	2~5	years	UBERON:feces	UBERON:feces	UBERON:feces	6/5/16 14:03	TRUE	Ukraine	NA	NA	NA	2~5	Bank vole	no	13.46	97.84	Myodes glareolus	male	ad	203	447135	26.45	NA	51.299806	17	1.23	NA	1.23	29.63943	SraRunTable2.txt	"NA (prev. University of Oulu, Department of Ecology and Genetics)"	FALSE	CH3	stool	NA	CH	NA	inside CEZ
ERR2117476	OTHER	150	PRJEB22579	SAMEA104288762	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	6/18/18	9/10/17	ERX2174334	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	11360.vole.204	7/7/18	3	2	feces metagenome	ILLUMINA	7/3/18	ERR2117476	ERS1913740	ERP104266	qiita_sid_11360:11360.vole.204	2~5	years	UBERON:feces	UBERON:feces	UBERON:feces	6/5/16 14:20	TRUE	Ukraine	NA	NA	NA	2~5	Bank vole	yes	12.7	92.28	Myodes glareolus	female	ad	204	447135	27.7	NA	51.294682	15	1.18	NA	1.18	29.642889	SraRunTable2.txt	"NA (prev. University of Oulu, Department of Ecology and Genetics)"	FALSE	CH3	stool	NA	CH	NA	inside CEZ
ERR2117477	OTHER	150	PRJEB22579	SAMEA104288763	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	6/18/18	9/10/17	ERX2174335	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	11360.vole.206	7/7/18	6	3	feces metagenome	ILLUMINA	7/3/18	ERR2117477	ERS1913741	ERP104266	qiita_sid_11360:11360.vole.206	2~5	years	UBERON:feces	UBERON:feces	UBERON:feces	6/5/16 14:23	TRUE	Ukraine	NA	NA	NA	2~5	Bank vole	no	13.4	102.88	Myodes glareolus	male	ad	206	447135	31.3	NA	51.29588	19	1.28	NA	1.28	29.642288	SraRunTable2.txt	"NA (prev. University of Oulu, Department of Ecology and Genetics)"	FALSE	CH3	stool	NA	CH	NA	inside CEZ
ERR2117478	OTHER	150	PRJEB22579	SAMEA104288764	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	6/18/18	9/10/17	ERX2174336	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	11360.vole.207	7/7/18	5	2	feces metagenome	ILLUMINA	7/3/18	ERR2117478	ERS1913742	ERP104266	qiita_sid_11360:11360.vole.207	2~5	years	UBERON:feces	UBERON:feces	UBERON:feces	6/6/16 16:16	TRUE	Ukraine	NA	NA	NA	2~5	Bank vole	no	12.31	98.49	Myodes glareolus	male	ad	207	447135	26.09	NA	51.44536	22.07	1.34	NA	1.34	30.06522	SraRunTable2.txt	"NA (prev. University of Oulu, Department of Ecology and Genetics)"	FALSE	CH2	stool	NA	CH	NA	inside CEZ
ERR2117479	OTHER	150	PRJEB22579	SAMEA104288765	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	6/18/18	9/10/17	ERX2174337	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	11360.vole.21	7/7/18	3	1	feces metagenome	ILLUMINA	7/3/18	ERR2117479	ERS1913743	ERP104266	qiita_sid_11360:11360.vole.21	2~5	years	UBERON:feces	UBERON:feces	UBERON:feces	5/27/16 11:50	TRUE	Ukraine	NA	NA	NA	2~5	Bank vole	no	13.3	100.47	Myodes glareolus	male	ad	21	447135	29.5	NA	51.382881	26.61	1.43	NA	1.43	30.001564	SraRunTable2.txt	"NA (prev. University of Oulu, Department of Ecology and Genetics)"	FALSE	CH1	stool	NA	CH	NA	inside CEZ
ERR2117480	OTHER	150	PRJEB22579	SAMEA104288766	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	6/18/18	9/10/17	ERX2174338	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	11360.vole.213	7/7/18	6	3	feces metagenome	ILLUMINA	7/3/18	ERR2117480	ERS1913744	ERP104266	qiita_sid_11360:11360.vole.213	2~5	years	UBERON:feces	UBERON:feces	UBERON:feces	6/6/16 16:48	TRUE	Ukraine	NA	NA	NA	2~5	Bank vole	no	12.94	88.28	Myodes glareolus	female	ad	213	447135	20.21	NA	51.4454	58.5	1.77	NA	1.77	30.06517	SraRunTable2.txt	"NA (prev. University of Oulu, Department of Ecology and Genetics)"	FALSE	CH2	stool	NA	CH	NA	inside CEZ
ERR2117481	OTHER	150	PRJEB22579	SAMEA104288767	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	6/18/18	9/10/17	ERX2174339	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	11360.vole.215	7/7/18	4	2	feces metagenome	ILLUMINA	7/3/18	ERR2117481	ERS1913745	ERP104266	qiita_sid_11360:11360.vole.215	2~5	years	UBERON:feces	UBERON:feces	UBERON:feces	6/6/16 16:30	TRUE	Ukraine	NA	NA	NA	2~5	Bank vole	no	12.52	92.88	Myodes glareolus	male	ad	215	447135	21.01	NA	51.4454	58.5	1.77	NA	1.77	30.06517	SraRunTable2.txt	"NA (prev. University of Oulu, Department of Ecology and Genetics)"	FALSE	CH2	stool	NA	CH	NA	inside CEZ
ERR2117482	OTHER	150	PRJEB22579	SAMEA104288768	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	6/18/18	9/10/17	ERX2174340	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	11360.vole.218	7/7/18	4	2	feces metagenome	ILLUMINA	7/3/18	ERR2117482	ERS1913746	ERP104266	qiita_sid_11360:11360.vole.218	2~5	years	UBERON:feces	UBERON:feces	UBERON:feces	6/6/16 16:07	TRUE	Ukraine	NA	NA	NA	2~5	Bank vole	yes	13.06	91.03	Myodes glareolus	female	ad	218	447135	32.82	NA	51.44536	95.42	1.98	NA	1.98	30.06522	SraRunTable2.txt	"NA (prev. University of Oulu, Department of Ecology and Genetics)"	FALSE	CH2	stool	NA	CH	NA	inside CEZ
ERR2117483	OTHER	150	PRJEB22579	SAMEA104288769	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	6/18/18	9/10/17	ERX2174341	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	11360.vole.226	7/7/18	6	3	feces metagenome	ILLUMINA	7/3/18	ERR2117483	ERS1913747	ERP104266	qiita_sid_11360:11360.vole.226	2~5	years	UBERON:feces	UBERON:feces	UBERON:feces	6/6/16 16:33	TRUE	Ukraine	NA	NA	NA	2~5	Bank vole	no	12.49	106.4	Myodes glareolus	female	ad	226	447135	24.35	NA	51.4454	58.5	1.77	NA	1.77	30.06517	SraRunTable2.txt	"NA (prev. University of Oulu, Department of Ecology and Genetics)"	FALSE	CH2	stool	NA	CH	NA	inside CEZ
ERR2117484	OTHER	150	PRJEB22579	SAMEA104288770	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	6/18/18	9/10/17	ERX2174342	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	11360.vole.242	7/7/18	5	2	feces metagenome	ILLUMINA	7/3/18	ERR2117484	ERS1913748	ERP104266	qiita_sid_11360:11360.vole.242	2~5	years	UBERON:feces	UBERON:feces	UBERON:feces	6/10/16 15:35	TRUE	Ukraine	NA	NA	NA	2~5	Bank vole	no	12.33	84.51	Myodes glareolus	male	ad	242	447135	16.25	NA	51.44536	16.77	1.22	NA	1.22	30.06522	SraRunTable2.txt	"NA (prev. University of Oulu, Department of Ecology and Genetics)"	FALSE	CH2	stool	NA	CH	NA	inside CEZ
ERR2117485	OTHER	150	PRJEB22579	SAMEA104288771	UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	sra	ncbi	6/18/18	9/10/17	ERX2174343	0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	11360.vole.248	7/7/18	7	4	feces metagenome	ILLUMINA	7/3/18	ERR2117485	ERS1913749	ERP104266	qiita_sid_11360:11360.vole.248	2~5	years	UBERON:feces	UBERON:feces	UBERON:feces	6/10/16 15:31	TRUE	Ukraine	NA	NA	NA	2~5	Bank vole	yes	13.72	94.3	Myodes glareolus	female	ad	248	447135	26.65	NA	51.44536	12.02	1.08	NA	1.08	30.06522	SraRunTable2.txt	"NA (prev. University of Oulu, Department of Ecology and Genetics)"	FALSE	CH2	stool	NA	CH	NA	inside CEZ
