Run	new_sampleid	Assay Type	AvgSpotLen	Bases	BioProject	BioSampleModel	Bytes	Center Name	Collection_Date	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Experiment	geo_loc_name_country	geo_loc_name_country_continent	geo_loc_name	Instrument	Isolation_source	lat_lon	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	Sample Name	Source_material_ID	SRA Study	type	comment
SRR9975088	SAMN12575009	AMPLICON	602	39010804	PRJNA559766	Metagenome or environmental	24390093	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722379	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	PHMOR463-P6	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	PHMOR463-P6_S257_L001	PHMOR-0463	SRP218488	PH	non-tonsillitis
SRR9975087	SAMN12575010	AMPLICON	602	17040814	PRJNA559766	Metagenome or environmental	10719232	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722380	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	TG1636-P7	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	TG1636-P7_S289_L001	TG1636	SRP218488	TG	non-tonsillitis
SRR9975086	SAMN12575011	AMPLICON	602	15241436	PRJNA559766	Metagenome or environmental	10038082	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722381	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	TG1647-P7	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	TG1647-P7_S313_L001	TG1647	SRP218488	TG	non-tonsillitis
SRR9975085	SAMN12575012	AMPLICON	602	23420208	PRJNA559766	Metagenome or environmental	15014778	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722382	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	TG1657-P7	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	TG1657-P7_S373_L001	TG1657	SRP218488	TG	non-tonsillitis
SRR9975084	SAMN12575013	AMPLICON	602	22322762	PRJNA559766	Metagenome or environmental	14212189	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722383	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	TG1694-P7	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	TG1694-P7_S375_L001	TG1694	SRP218488	TG	non-tonsillitis
SRR9975083	SAMN12575014	AMPLICON	602	19192964	PRJNA559766	Metagenome or environmental	11942154	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722384	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	TG1698-P7	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	TG1698-P7_S304_L001	TG1698	SRP218488	TG	non-tonsillitis
SRR9975082	SAMN12575015	AMPLICON	602	16731988	PRJNA559766	Metagenome or environmental	10688202	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722385	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	TG1727-P7	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	TG1727-P7_S317_L001	TG1727	SRP218488	TG	non-tonsillitis
SRR9975050	SAMN12575016	AMPLICON	602	18545212	PRJNA559766	Metagenome or environmental	11640722	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722417	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	TG1777-P7	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	TG1777-P7_S341_L001	TG1777	SRP218488	TG	non-tonsillitis
SRR9975051	SAMN12575017	AMPLICON	602	18876914	PRJNA559766	Metagenome or environmental	12326006	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722416	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	TG1849-P7	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	TG1849-P7_S296_L001	TG1849	SRP218488	TG	non-tonsillitis
SRR9975052	SAMN12575018	AMPLICON	602	18606014	PRJNA559766	Metagenome or environmental	12018367	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722415	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	TG1873-P7	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	TG1873-P7_S380_L001	TG1873	SRP218488	TG	non-tonsillitis
SRR9975053	SAMN12575019	AMPLICON	602	19286274	PRJNA559766	Metagenome or environmental	12287106	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722414	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	TG1905-P7	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	TG1905-P7_S309_L001	TG1905	SRP218488	TG	non-tonsillitis
SRR9975054	SAMN12575020	AMPLICON	602	17822210	PRJNA559766	Metagenome or environmental	11436136	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722413	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	TG1914-P7	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	TG1914-P7_S345_L001	TG1914	SRP218488	TG	non-tonsillitis
SRR9975055	SAMN12575021	AMPLICON	602	19557174	PRJNA559766	Metagenome or environmental	12506323	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722412	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	TG1919-P7	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	TG1919-P7_S369_L001	TG1919	SRP218488	TG	non-tonsillitis
SRR9975056	SAMN12575022	AMPLICON	602	19781720	PRJNA559766	Metagenome or environmental	12585292	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722411	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	TG1927-P7	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	TG1927-P7_S310_L001	TG1927	SRP218488	TG	non-tonsillitis
SRR9975057	SAMN12575023	AMPLICON	602	20074894	PRJNA559766	Metagenome or environmental	13064177	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722410	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	TG1979-P7	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	TG1979-P7_S383_L001	TG1979	SRP218488	TG	non-tonsillitis
SRR9975058	SAMN12575024	AMPLICON	602	19686604	PRJNA559766	Metagenome or environmental	12750212	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722409	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	TG1986-P7	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	TG1986-P7_S348_L001	TG1986	SRP218488	TG	non-tonsillitis
SRR9975059	SAMN12575025	AMPLICON	602	16682624	PRJNA559766	Metagenome or environmental	11084511	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722408	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	TG1988-P8	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	TG1988-P8_S385_L001	TG1988	SRP218488	TG	non-tonsillitis
SRR9975144	SAMN12575026	AMPLICON	602	17722880	PRJNA559766	Metagenome or environmental	11536579	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722323	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	TG1991-P8	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	TG1991-P8_S409_L001	TG1991	SRP218488	TG	non-tonsillitis
SRR9975143	SAMN12575027	AMPLICON	602	16068584	PRJNA559766	Metagenome or environmental	10295322	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722324	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	TG1997-P8	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	TG1997-P8_S457_L001	TG1997	SRP218488	TG	non-tonsillitis
SRR9975146	SAMN12575028	AMPLICON	602	15972264	PRJNA559766	Metagenome or environmental	10211495	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722321	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	TG1999-P8	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	TG1999-P8_S386_L001	TG1999	SRP218488	TG	non-tonsillitis
SRR9975145	SAMN12575029	AMPLICON	602	17356262	PRJNA559766	Metagenome or environmental	11095512	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722322	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	TG2006-P8	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	TG2006-P8_S446_L001	TG2006	SRP218488	TG	non-tonsillitis
SRR9975148	SAMN12575030	AMPLICON	602	19598712	PRJNA559766	Metagenome or environmental	12452292	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722319	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	TG2021-P8	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	TG2021-P8_S411_L001	TG2021	SRP218488	TG	non-tonsillitis
SRR9975147	SAMN12575031	AMPLICON	602	118594	PRJNA559766	Metagenome or environmental	151520	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722320	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	Neg001-P0	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	Neg001-P0_S31_L001	Neg001	SRP218488	Ne	negative_control
SRR9975150	SAMN12575032	AMPLICON	602	175182	PRJNA559766	Metagenome or environmental	182069	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722317	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	Neg002-P0	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	Neg002-P0_S43_L001	Neg002	SRP218488	Ne	negative_control
SRR9975149	SAMN12575033	AMPLICON	602	533974	PRJNA559766	Metagenome or environmental	378983	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722318	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	Neg003-P0	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	Neg003-P0_S55_L001	Neg003	SRP218488	Ne	negative_control
SRR9975141	SAMN12575034	AMPLICON	602	110166	PRJNA559766	Metagenome or environmental	148448	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722326	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	Neg004-P0	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	Neg004-P0_S8_L001	Neg004	SRP218488	Ne	negative_control
SRR9975140	SAMN12575035	AMPLICON	602	130634	PRJNA559766	Metagenome or environmental	157883	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722327	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	Neg005-P0	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	Neg005-P0_S91_L001	Neg005	SRP218488	Ne	negative_control
SRR9975118	SAMN12575036	AMPLICON	602	25284	PRJNA559766	Metagenome or environmental	96947	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722349	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	Neg007-P0	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	Neg007-P0_S9_L001	Neg007	SRP218488	Ne	negative_control
SRR9975119	SAMN12575037	AMPLICON	602	393708	PRJNA559766	Metagenome or environmental	305968	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722348	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	Neg008-P0	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	Neg008-P0_S56_L001	Neg008	SRP218488	Ne	negative_control
SRR9975116	SAMN12575038	AMPLICON	602	43946	PRJNA559766	Metagenome or environmental	106980	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722351	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	Neg012-P1	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	Neg012-P1_S156_L001	Neg012	SRP218488	Ne	negative_control
SRR9975117	SAMN12575039	AMPLICON	602	230566	PRJNA559766	Metagenome or environmental	212916	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722350	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	Neg013-P1	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	Neg013-P1_S168_L001	Neg013	SRP218488	Ne	negative_control
SRR9975122	SAMN12575040	AMPLICON	602	82474	PRJNA559766	Metagenome or environmental	128984	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722345	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	Neg016-P1	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	Neg016-P1_S160_L001	Neg016	SRP218488	Ne	negative_control
SRR9975123	SAMN12575041	AMPLICON	602	48160	PRJNA559766	Metagenome or environmental	107908	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722344	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	Neg019-P2	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	Neg019-P2_S264_L001	Neg019	SRP218488	Ne	negative_control
SRR9975120	SAMN12575042	AMPLICON	602	26488	PRJNA559766	Metagenome or environmental	95597	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722347	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	Neg023-P3	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	Neg023-P3_S348_L001	Neg023	SRP218488	Ne	negative_control
SRR9975121	SAMN12575043	AMPLICON	602	63812	PRJNA559766	Metagenome or environmental	117735	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722346	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	Neg024-P3	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	Neg024-P3_S360_L001	Neg024	SRP218488	Ne	negative_control
SRR9975114	SAMN12575044	AMPLICON	602	33712	PRJNA559766	Metagenome or environmental	102219	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722353	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	Neg029-P4	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	Neg029-P4_S72_L001	Neg029	SRP218488	Ne	negative_control
SRR9975115	SAMN12575045	AMPLICON	602	40936	PRJNA559766	Metagenome or environmental	107814	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722352	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	Neg033-P5	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	Neg033-P5_S156_L001	Neg033	SRP218488	Ne	negative_control
SRR9975211	SAMN12575046	AMPLICON	602	43946	PRJNA559766	Metagenome or environmental	110342	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722256	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	Neg034-P5	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	Neg034-P5_S168_L001	Neg034	SRP218488	Ne	negative_control
SRR9975210	SAMN12575047	AMPLICON	602	18662	PRJNA559766	Metagenome or environmental	94258	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722257	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	Neg046-P6	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	Neg046-P6_S263_L001	Neg046	SRP218488	Ne	negative_control
SRR9975209	SAMN12575048	AMPLICON	602	70434	PRJNA559766	Metagenome or environmental	129739	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722258	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	Neg053-P6	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	Neg053-P6_S250_L001	Neg053	SRP218488	Ne	negative_control
SRR9975208	SAMN12575049	AMPLICON	602	50568	PRJNA559766	Metagenome or environmental	114716	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722259	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	Neg054-P6	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	Neg054-P6_S262_L001	Neg054	SRP218488	Ne	negative_control
SRR9975215	SAMN12575050	AMPLICON	602	7826	PRJNA559766	Metagenome or environmental	85896	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722252	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	Neg064-P8	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	Neg064-P8_S391_L001	Neg064	SRP218488	Ne	negative_control
SRR9975214	SAMN12575051	AMPLICON	602	16856	PRJNA559766	Metagenome or environmental	93398	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722253	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	Neg091-P8	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	Neg091-P8_S428_L001	Neg091	SRP218488	Ne	negative_control
SRR9975213	SAMN12575052	AMPLICON	602	4214	PRJNA559766	Metagenome or environmental	83395	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722254	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	Neg098-P8	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	Neg098-P8_S438_L001	Neg098	SRP218488	Ne	negative_control
SRR9975212	SAMN12575053	AMPLICON	602	7826	PRJNA559766	Metagenome or environmental	86307	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722255	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	Neg127-P8	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	Neg127-P8_S476_L001	Neg127	SRP218488	Ne	negative_control
SRR9975219	SAMN12575054	AMPLICON	602	1806	PRJNA559766	Metagenome or environmental	80563	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722248	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	Neg129-P8	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	Neg129-P8_S478_L001	Neg129	SRP218488	Ne	negative_control
SRR9975218	SAMN12575055	AMPLICON	602	20367466	PRJNA559766	Metagenome or environmental	11445312	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722249	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	OC028-P0	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	OC028-P0_S37_L001	OC028	SRP218488	OC	tonsillitis
SRR9975177	SAMN12575056	AMPLICON	602	21617218	PRJNA559766	Metagenome or environmental	12079468	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722290	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	OC029-P0	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	OC029-P0_S49_L001	OC029	SRP218488	OC	tonsillitis
SRR9975178	SAMN12575057	AMPLICON	602	21141036	PRJNA559766	Metagenome or environmental	11924053	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722289	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	OC030-P0	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	OC030-P0_S61_L001	OC030	SRP218488	OC	tonsillitis
