Run	new_sampleid	Assay Type	AvgSpotLen	Bases	BioProject	BioSample	BioSampleModel	Bytes	Center Name	Collection_Date	datenum	collectiontime	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Experiment	geo_loc_name_country	geo_loc_name_country_continent	geo_loc_name	Host	included_in_final_analysis	Instrument	Isolation_source	lat_lon	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	Sample Name	ScalingFactor	Seq_run	SRA Study	storage	time	timenum	feature.id2	IndividID2	Storage2	Seq_run2	Seq_depth_nospikein	HoursTilFrozen	scaling_factor	SampleDate	SampleTime	SampleTimeCat	HoursAfterSunrise	Month	Year	Season	AgeAtSamplingYears	AgeCat	Sex	GroupAtSampling	Condition_weight	SocialStatus	HoursSinceForagingStart	Temp_max	Temp_min	HourlyTemp	sum_rainfall_month	Bacterial_load	Observed	Shannon	MDS1_WU	MDS2_WU	MDS3_WU	MDS4_WU	MDS1_UU	MDS2_UU	MDS3_UU	MDS4_UU
SRR15930204	Sample943	AMPLICON	501	65997388	PRJNA764180	SAMN21470916	Metagenome or environmental	38018454	ULM UNIVERSITY	8/6/16	42588	1899-12-30 12:08:00	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX12220517	South Africa	Africa	South Africa: Kalahari Research Station	Suricata suricatta	TRUE	Illumina MiSeq	FAECAL PELLET	27.001387 S 21.800326 E	Feature971	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2021-09-17T00:00:00Z	Feature971	0.87414033	RUN4	SRP337608	FREEZEDRIED	12:08:00	0.51	Feature971	ID 207	FREEZEDRIED	RUN4	78146	0.95083632	0.87414033	8/6/16	1899-12-30 12:08:00	MORNING	4.858888889	8	2016	DRY WINTER	0.992	YOUNG	M	Group 3	111.8547673	Subordinate	3.077528512	25.5	-2.7	20.2	0	68302	145	2.892187805	-0.06572595	0.014273232	-0.054559796	0.05044428	0.00816212	-0.055762457	0.027562703	-0.084044663
SRR15930203	Sample944	AMPLICON	501	26843309	PRJNA764180	SAMN21470917	Metagenome or environmental	15162942	ULM UNIVERSITY	8/23/16	42605	1899-12-30 08:08:00	public	"fastq	sra"	"gs	ncbi	s3"	"ncbi.public	s3.us-east-1	gs.US"	SRX12220518	South Africa	Africa	South Africa: Kalahari Research Station	Suricata suricatta	TRUE	Illumina MiSeq	FAECAL PELLET	27.001387 S 21.800031 E	Feature972	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2021-09-17T00:00:00Z	Feature972	16.10915751	RUN3	SRP337608	FREEZEDRIED	8:08:00	0.34	Feature972	ID 185	FREEZEDRIED	RUN3	35391	4.95083632	16.10915751	8/23/16	1899-12-30 08:08:00	MORNING	1.095833333	8	2016	DRY WINTER	1.978	MIDDLEAGED	F	Group 34	60.64958952	Dominant	0	20	6.2	7.9	0	570113	177	4.084635831	0.015255572	-0.222036569	0.056086492	-0.03938984	0.301644358	-0.016424962	-0.004860511	0.078618302
SRR15930202	Sample945	AMPLICON	501	4331445	PRJNA764180	SAMN21470918	Metagenome or environmental	2449960	ULM UNIVERSITY	8/22/16	42604		public	"sra	fastq"	"ncbi	gs	s3"	"s3.us-east-1	gs.US	ncbi.public"	SRX12220519	South Africa	Africa	South Africa: Kalahari Research Station	Suricata suricatta	FALSE	Illumina MiSeq	FAECAL PELLET	27.001387 S 21.800032 E	Feature973	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2021-09-17T00:00:00Z	Feature973		RUN3	SRP337608	FREEZEDRIED																																						
SRR15930201	Sample946	AMPLICON	501	21621912	PRJNA764180	SAMN21470919	Metagenome or environmental	12948228	ULM UNIVERSITY	9/6/16	42619	1899-12-30 08:50:00	public	"fastq	sra"	"ncbi	s3	gs"	"ncbi.public	s3.us-east-1	gs.US"	SRX12220520	South Africa	Africa	South Africa: Kalahari Research Station	Suricata suricatta	TRUE	Illumina MiSeq	FAECAL PELLET	27.001387 S 21.800033 E	Feature974	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2021-09-17T00:00:00Z	Feature974	5.678767755	RUN2	SRP337608	FREEZEDRIED	8:50:00	0.37	Feature974	ID 217	FREEZEDRIED	RUN2	26275	3.517696268	5.678767755	9/6/16	1899-12-30 08:50:00	MORNING	2.038611111	9	2016	DRY WINTER	0.099	YOUNG	F	Group 35	-110.20138	Subordinate	0.519857261	32.2	11.1	22.5	0	149208	88	3.072986508	0.06017119	-0.200872264	0.036269493	0.053117446	-0.107169086	-0.115023335	0.043268155	0.082231297
SRR15930200	Sample947	AMPLICON	501	17264945	PRJNA764180	SAMN21470920	Metagenome or environmental	10347535	ULM UNIVERSITY	9/17/16	42630	1899-12-30 08:34:00	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	s3.us-east-1	ncbi.public"	SRX12220521	South Africa	Africa	South Africa: Kalahari Research Station	Suricata suricatta	TRUE	Illumina MiSeq	FAECAL PELLET	27.001387 S 21.800034 E	Feature975	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2021-09-17T00:00:00Z	Feature975	6.985386885	RUN2	SRP337608	FREEZEDRIED	8:34:00	0.36	Feature975	ID 221	FREEZEDRIED	RUN2	24826	3.784362934	6.985386885	9/17/16	1899-12-30 08:34:00	MORNING	1.98	9	2016	DRY WINTER	0.129	YOUNG	F	Group 35	-129.9188897	Subordinate	0.253190595	21.3	8.1	11	0	173427	110	3.417578091	0.035509334	-0.211146858	0.047207194	-0.05671482	0.026347993	-0.19244204	-0.044931041	0.02798429
SRR15930199	Sample948	AMPLICON	501	15093984	PRJNA764180	SAMN21470921	Metagenome or environmental	9122654	ULM UNIVERSITY	9/18/16	42631	1899-12-30 08:10:00	public	"fastq	sra"	"gs	s3	ncbi"	"gs.US	ncbi.public	s3.us-east-1"	SRX12220522	South Africa	Africa	South Africa: Kalahari Research Station	Suricata suricatta	TRUE	Illumina MiSeq	FAECAL PELLET	27.001387 S 21.800035 E	Feature976	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2021-09-17T00:00:00Z	Feature976	6.095356895	RUN2	SRP337608	FREEZEDRIED	8:10:00	0.34	Feature976	ID 219	FREEZEDRIED	RUN2	20984	4.184362934	6.095356895	9/18/16	1899-12-30 08:10:00	MORNING	1.599444444	9	2016	DRY WINTER	0.132	YOUNG	M	Group 35	-79.22571095	Subordinate	0	21.2	4	11	0	127903	109	3.582036193	-0.0077185	-0.175649572	-0.004159661	-0.038600509	0.18526376	-0.099239432	-0.039482927	0.118345569
SRR15930198	Sample949	AMPLICON	501	14258236	PRJNA764180	SAMN21470922	Metagenome or environmental	8488492	ULM UNIVERSITY	9/25/16	42638	1899-12-30 17:54:00	public	"fastq	sra"	"s3	ncbi	gs"	"s3.us-east-1	gs.US	ncbi.public"	SRX12220523	South Africa	Africa	South Africa: Kalahari Research Station	Suricata suricatta	TRUE	Illumina MiSeq	FAECAL PELLET	27.001387 S 21.800036 E	Feature977	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2021-09-17T00:00:00Z	Feature977	12.43068847	RUN2	SRP337608	FREEZEDRIED	17:54:00	0.75	Feature977	ID 204	FREEZEDRIED	RUN2	17276	1.858184143	12.43068847	9/25/16	1899-12-30 17:54:00	AFTERNOON	11.46777778	9	2016	DRY WINTER	1.564	MIDDLEAGED	F	Group 3	-25.18842922	Subordinate	0.704538736	31.1	5.9	28.5	0	214749	109	3.571252679	0.143857361	-0.068667193	0.025656236	0.151649133	0.044117546	-0.189013592	-0.007315647	-0.082405515
SRR15930273	Sample95	AMPLICON	501	12995812	PRJNA764180	SAMN21470046	Metagenome or environmental	7875544	ULM UNIVERSITY	8/20/04	38219		public	"sra	fastq"	"ncbi	s3	gs"	"ncbi.public	gs.US	s3.us-east-1"	SRX12220448	South Africa	Africa	South Africa: Kalahari Research Station	Suricata suricatta	FALSE	Illumina MiSeq	FAECAL PELLET	27.001387 S 21.799250 E	Feature101	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2021-09-17T00:00:00Z	Feature101		RUN1	SRP337608	FREEZEDRIED																																						
SRR15930197	Sample950	AMPLICON	501	18808414	PRJNA764180	SAMN21470923	Metagenome or environmental	10948719	ULM UNIVERSITY	9/28/16	42641	1899-12-30 08:12:00	public	"fastq	sra"	"s3	ncbi	gs"	"gs.US	s3.us-east-1	ncbi.public"	SRX12220524	South Africa	Africa	South Africa: Kalahari Research Station	Suricata suricatta	TRUE	Illumina MiSeq	FAECAL PELLET	27.001387 S 21.800037 E	Feature978	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2021-09-17T00:00:00Z	Feature978	10.66687457	RUN2	SRP337608	FREEZEDRIED	8:12:00	0.34	Feature978	ID 218	FREEZEDRIED	RUN2	25684	4.151029601	10.66687457	9/28/16	1899-12-30 08:12:00	MORNING	1.825277778	9	2016	DRY WINTER	0.159	YOUNG	M	Group 35	-79.4821686	Subordinate	0	24.8	11	14.6	0	273967	99	3.419734323	-0.058451604	-0.185003407	0.051665325	-0.064245129	0.056727729	-0.135450844	-0.055905357	0.08767484
SRR15930196	Sample951	AMPLICON	501	26588200	PRJNA764180	SAMN21470924	Metagenome or environmental	16075230	ULM UNIVERSITY	9/30/16	42643	1899-12-30 09:54:00	public	"fastq	sra"	"gs	ncbi	s3"	"s3.us-east-1	gs.US	ncbi.public"	SRX12220525	South Africa	Africa	South Africa: Kalahari Research Station	Suricata suricatta	TRUE	Illumina MiSeq	FAECAL PELLET	27.001387 S 21.800038 E	Feature979	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2021-09-17T00:00:00Z	Feature979	6.314789744	RUN1	SRP337608	FREEZEDRIED	9:54:00	0.41	Feature979	ID 142	FREEZEDRIED	RUN1	36898	2.451029601	6.314789744	9/30/16	1899-12-30 09:54:00	MORNING	3.563333333	9	2016	DRY WINTER	4.011	MIDDLEAGED	F	Group 8	21.6117774	Subordinate	1.586523928	29.5	3.2	21.3	0	233003	138	3.133266323	-0.106928678	-0.072742631	0.073782644	-0.071659512	0.203492933	-0.088019055	-0.016697148	0.114062334
SRR15930195	Sample952	AMPLICON	501	28276497	PRJNA764180	SAMN21470925	Metagenome or environmental	15945642	ULM UNIVERSITY	10/2/16	42645	1899-12-30 10:35:00	public	"sra	fastq"	"ncbi	gs	s3"	"ncbi.public	s3.us-east-1	gs.US"	SRX12220526	South Africa	Africa	South Africa: Kalahari Research Station	Suricata suricatta	TRUE	Illumina MiSeq	FAECAL PELLET	27.001387 S 21.800039 E	Feature980	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2021-09-17T00:00:00Z	Feature980	0.393984885	RUN3	SRP337608	FREEZEDRIED	10:35:00	0.44	Feature980	ID 203	FREEZEDRIED	RUN3	17744	0.831905117	0.393984885	10/2/16	1899-12-30 10:35:00	MORNING	4.284444444	10	2016	WET SUMMER	1.584	MIDDLEAGED	F	Group 3	5.788397207	Subordinate	3.044668181	30.3	10.4	27	0	6994	240	4.046485186	0.132906312	-0.034057735	0.048990994	0.083174587	-0.151063777	-0.009494412	0.043447942	-0.061447543
SRR15930193	Sample953	AMPLICON	501	26612120	PRJNA764180	SAMN21470926	Metagenome or environmental	14949100	ULM UNIVERSITY	10/2/16	42645	1899-12-30 18:21:00	public	"sra	fastq"	"s3	ncbi	gs"	"s3.us-east-1	gs.US	ncbi.public"	SRX12220528	South Africa	Africa	South Africa: Kalahari Research Station	Suricata suricatta	TRUE	Illumina MiSeq	FAECAL PELLET	27.001387 S 21.800040 E	Feature981	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2021-09-17T00:00:00Z	Feature981	0.124170004	RUN3	SRP337608	FREEZEDRIED	18:21:00	0.76	Feature981	ID 189	FREEZEDRIED	RUN3	15006	1.766299526	0.124170004	10/2/16	1899-12-30 18:21:00	AFTERNOON	12.05111111	10	2016	WET SUMMER	2.03	MIDDLEAGED	F	Group 35	-1.640368702	Subordinate	0.774973135	30.3	10.4	26.7	0	1857	263	3.925333624	0.1646502	0.041508942	-0.168662983	0.013461928	-0.258134747	0.090485712	-0.069008866	0.069877362
SRR15930192	Sample954	AMPLICON	501	15834314	PRJNA764180	SAMN21470927	Metagenome or environmental	9352159	ULM UNIVERSITY	10/4/16	42647	1899-12-30 18:18:00	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	s3.us-east-1	ncbi.public"	SRX12220529	South Africa	Africa	South Africa: Kalahari Research Station	Suricata suricatta	TRUE	Illumina MiSeq	FAECAL PELLET	27.001387 S 21.800041 E	Feature982	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2021-09-17T00:00:00Z	Feature982	1.57084322	RUN2	SRP337608	FREEZEDRIED	18:18:00	0.76	Feature982	ID 201	FREEZEDRIED	RUN2	21264	1.816299526	1.57084322	10/4/16	1899-12-30 18:18:00	AFTERNOON	12.03833333	10	2016	WET SUMMER	1.581	MIDDLEAGED	M	Group 35	-31.30973882	Subordinate	0.724973135	29.1	7.2	27.5	0	33403	173	3.885323232	0.129859116	-0.166724035	0.062992855	0.091736014	0.160905755	-0.006532595	-0.026616098	-0.037973885
SRR15930191	Sample955	AMPLICON	501	13878573	PRJNA764180	SAMN21470928	Metagenome or environmental	7526089	ULM UNIVERSITY	10/5/16	42648	1899-12-30 09:38:00	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX12220530	South Africa	Africa	South Africa: Kalahari Research Station	Suricata suricatta	TRUE	Illumina MiSeq	FAECAL PELLET	27.001387 S 21.800042 E	Feature983	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2021-09-17T00:00:00Z	Feature983	9.286455505	RUN3	SRP337608	FREEZEDRIED	9:38:00	0.4	Feature983	ID 198	FREEZEDRIED	RUN3	17664	1.781905117	9.286455505	10/5/16	1899-12-30 09:38:00	MORNING	3.390277778	10	2016	WET SUMMER	1.71	MIDDLEAGED	M	Group 3	61.33524783	Dominant	2.094668181	31.85597	2.57634	24.34102	0	164033	119	3.606891015	-0.082406094	-0.06945695	-0.047277375	-0.006192983	0.204962509	-0.096185761	-0.020789678	0.006310185
SRR15930190	Sample956	AMPLICON	501	17120120	PRJNA764180	SAMN21470929	Metagenome or environmental	9958574	ULM UNIVERSITY	10/7/16	42650	1899-12-30 08:40:00	public	"sra	fastq"	"s3	gs	ncbi"	"ncbi.public	gs.US	s3.us-east-1"	SRX12220531	South Africa	Africa	South Africa: Kalahari Research Station	Suricata suricatta	TRUE	Illumina MiSeq	FAECAL PELLET	27.001387 S 21.800043 E	Feature984	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2021-09-17T00:00:00Z	Feature984	3.380508428	RUN2	SRP337608	FREEZEDRIED	8:40:00	0.36	Feature984	ID 220	FREEZEDRIED	RUN2	23799	2.748571783	3.380508428	10/7/16	1899-12-30 08:40:00	MORNING	2.460277778	10	2016	WET SUMMER	0.184	YOUNG	M	Group 35	-128.0891664	Subordinate	1.128001515	32.9	8.1	23.5	0	80450	67	1.903531755	-0.108529801	0.05065894	-0.112948053	-0.009814403	-0.061472545	-0.25887126	-0.036594182	0.044144961
SRR15930189	Sample957	AMPLICON	501	19886529	PRJNA764180	SAMN21470930	Metagenome or environmental	11609581	ULM UNIVERSITY	10/15/16	42658	1899-12-30 07:27:00	public	"fastq	sra"	"ncbi	gs	s3"	"gs.US	s3.us-east-1	ncbi.public"	SRX12220532	South Africa	Africa	South Africa: Kalahari Research Station	Suricata suricatta	TRUE	Illumina MiSeq	FAECAL PELLET	27.001387 S 21.800044 E	Feature985	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2021-09-17T00:00:00Z	Feature985	6.417469252	RUN2	SRP337608	FREEZEDRIED	7:27:00	0.31	Feature985	ID 223	FREEZEDRIED	RUN2	26543	3.96523845	6.417469252	10/15/16	1899-12-30 07:27:00	MORNING	1.383888889	10	2016	WET SUMMER	0.11	YOUNG	F	Group 3	-118.5834829	Subordinate	0	38.4	8.3	16.4	0	170340	84	3.071483791	-0.04577804	-0.15710223	0.000569474	-0.017883131	-0.034135972	-0.177516886	-0.043034671	0.090996587
SRR15930188	Sample958	AMPLICON	501	21202067	PRJNA764180	SAMN21470931	Metagenome or environmental	13377155	ULM UNIVERSITY	10/23/16	42666	1899-12-30 09:30:00	public	"sra	fastq"	"s3	gs	ncbi"	"ncbi.public	s3.us-east-1	gs.US"	SRX12220533	South Africa	Africa	South Africa: Kalahari Research Station	Suricata suricatta	TRUE	Illumina MiSeq	FAECAL PELLET	27.001387 S 21.800045 E	Feature986	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2021-09-17T00:00:00Z	Feature986	17.54108262	RUN1	SRP337608	FREEZEDRIED	9:30:00	0.4	Feature986	ID 164	FREEZEDRIED	RUN1	31064	1.91523845	17.54108262	10/23/16	1899-12-30 09:30:00	MORNING	3.561111111	10	2016	WET SUMMER	2.638	MIDDLEAGED	F	Group 41	61.71599364	Subordinate	1.961334848	36.7	16.6	26.3	0	544894	123	4.019871964	0.049484925	-0.21567617	0.051431212	-0.015895957	0.133459027	-0.198651117	-0.024878751	0.056871782
SRR15930187	Sample959	AMPLICON	501	16563537	PRJNA764180	SAMN21470932	Metagenome or environmental	10067289	ULM UNIVERSITY	7/21/16	42572	1899-12-30 16:59:00	public	"sra	fastq"	"ncbi	s3	gs"	"gs.US	s3.us-east-1	ncbi.public"	SRX12220534	South Africa	Africa	South Africa: Kalahari Research Station	Suricata suricatta	TRUE	Illumina MiSeq	FAECAL PELLET	27.001387 S 21.800046 E	Feature987	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2021-09-17T00:00:00Z	Feature987	1.69570079	RUN2	SRP337608	FREEZEDRIED	16:59:00	0.71	Feature987	ID 206	FREEZEDRIED	RUN2	19921	2.129803647	1.69570079	7/21/16	1899-12-30 16:59:00	AFTERNOON	9.564166667	7	2016	DRY WINTER	1.071	MIDDLEAGED	M	Group 35	23.33780243	Subordinate	0.480164083	27.2	4.2	24.4	0	33779	101	3.511525072	0.129733241	-0.046503283	0.010544113	0.149879461	-0.148952337	-0.135550736	-0.021639304	-0.131281284
SRR15930176	Sample96	AMPLICON	501	31427496	PRJNA764180	SAMN21470047	Metagenome or environmental	20936077	ULM UNIVERSITY	10/5/04	38265	1899-12-30 10:19:00	public	"sra	fastq"	"ncbi	gs	s3"	"ncbi.public	s3.us-east-1	gs.US"	SRX12220545	South Africa	Africa	South Africa: Kalahari Research Station	Suricata suricatta	TRUE	Illumina MiSeq	FAECAL PELLET	27.001387 S 21.799251 E	Feature102	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2021-09-17T00:00:00Z	Feature102	3.089427468	RUN1	SRP337608	FREEZEDRIED	10:19:00	0.43	Feature102	ID 58	FREEZEDRIED	RUN1	24563	1.098571783	3.089427468	10/5/04	1899-12-30 10:19:00	MORNING	4.075555556	10	2004	WET SUMMER	0.247	YOUNG	M	Group 19	1.252526548	Subordinate	2.778001515	36.7	16.5	31.9	7.2	75881	127	3.204779401	0.178970733	0.161913118	0.100591683	-0.062895093	-0.288818425	0.12357059	0.299847488	0.043296599
SRR15930186	Sample960	AMPLICON	501	11424638	PRJNA764180	SAMN21470933	Metagenome or environmental	6721679	ULM UNIVERSITY	11/2/16	42676	1899-12-30 09:28:00	public	"fastq	sra"	"gs	s3	ncbi"	"s3.us-east-1	gs.US	ncbi.public"	SRX12220535	South Africa	Africa	South Africa: Kalahari Research Station	Suricata suricatta	TRUE	Illumina MiSeq	FAECAL PELLET	27.001387 S 21.800047 E	Feature988	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2021-09-17T00:00:00Z	Feature988	5.912724479	RUN2	SRP337608	FREEZEDRIED	9:28:00	0.39	Feature988	ID 208	FREEZEDRIED	RUN2	14012	1.397941139	5.912724479	11/2/16	1899-12-30 09:28:00	MORNING	3.6625	11	2016	WET SUMMER	0.562	YOUNG	M	Group 3	71.54412729	Subordinate	2.491360683	41	18.3	31.7	0	82848	83	2.587798635	-0.131729685	0.148794065	0.052345767	-0.029017246	0.028492431	-0.167760131	-0.024379364	0.024930699
SRR15930185	Sample961	AMPLICON	501	12491672	PRJNA764180	SAMN21470934	Metagenome or environmental	7208474	ULM UNIVERSITY	11/6/16	42680	1899-12-30 08:16:00	public	"fastq	sra"	"s3	gs	ncbi"	"s3.us-east-1	gs.US	ncbi.public"	SRX12220536	South Africa	Africa	South Africa: Kalahari Research Station	Suricata suricatta	TRUE	Illumina MiSeq	FAECAL PELLET	27.001387 S 21.800048 E	Feature989	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2021-09-17T00:00:00Z	Feature989	7.016433048	RUN2	SRP337608	FREEZEDRIED	8:16:00	0.34	Feature989	ID 209	FREEZEDRIED	RUN2	16864	2.597941139	7.016433048	11/6/16	1899-12-30 08:16:00	MORNING	2.507222222	11	2016	WET SUMMER	0.573	YOUNG	M	Group 3	65.19345684	Subordinate	1.291360683	36.5	20.4	26.6	2	118321	65	2.56282423	-0.077602277	0.128049105	0.049768492	-0.030876118	0.002339993	-0.222758523	-0.024124458	0.004570584
SRR15930184	Sample962	AMPLICON	501	19471525	PRJNA764180	SAMN21470935	Metagenome or environmental	11131157	ULM UNIVERSITY	11/8/16	42682	1899-12-30 18:05:00	public	"fastq	sra"	"ncbi	s3	gs"	"s3.us-east-1	ncbi.public	gs.US"	SRX12220537	South Africa	Africa	South Africa: Kalahari Research Station	Suricata suricatta	TRUE	Illumina MiSeq	FAECAL PELLET	27.001387 S 21.800049 E	Feature990	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2021-09-17T00:00:00Z	Feature990	10.96317664	RUN2	SRP337608	FREEZEDRIED	18:05:00	0.75	Feature990	ID 222	FREEZEDRIED	RUN2	17064	2.416666667	10.96317664	11/8/16	1899-12-30 18:05:00	AFTERNOON	12.34444444	11	2016	WET SUMMER	0.175	YOUNG	M	Group 3	-68.31719059	Subordinate	0.149807375	36.5	8	33.9	2	187078	56	2.681660853	0.084318094	0.164560724	0.049421388	-0.021124291	-0.14242909	-0.236684183	-0.002459504	0.143404239
SRR15930182	Sample963	AMPLICON	501	18706032	PRJNA764180	SAMN21470936	Metagenome or environmental	10990208	ULM UNIVERSITY	11/10/16	42684	1899-12-30 09:02:00	public	"sra	fastq"	"gs	s3	ncbi"	"s3.us-east-1	ncbi.public	gs.US"	SRX12220539	South Africa	Africa	South Africa: Kalahari Research Station	Suricata suricatta	TRUE	Illumina MiSeq	FAECAL PELLET	27.001387 S 21.800050 E	Feature991	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2021-09-17T00:00:00Z	Feature991	3.492693442	RUN2	SRP337608	FREEZEDRIED	9:02:00	0.38	Feature991	ID 212	FREEZEDRIED	RUN2	26016	1.831274473	3.492693442	11/10/16	1899-12-30 09:02:00	MORNING	3.313333333	11	2016	WET SUMMER	0.553	YOUNG	M	Group 35	12.47981203	Subordinate	2.058027349	39.4	20.9	30.9	2	90849	184	3.432600478	-0.096204062	-0.025668869	0.066423583	0.005883831	0.191798625	0.019460343	-0.026619928	-0.029491064
SRR15930181	Sample964	AMPLICON	501	19537598	PRJNA764180	SAMN21470937	Metagenome or environmental	11691809	ULM UNIVERSITY	11/13/16	42687	1899-12-30 17:59:00	public	"sra	fastq"	"s3	ncbi	gs"	"s3.us-east-1	gs.US	ncbi.public"	SRX12220540	South Africa	Africa	South Africa: Kalahari Research Station	Suricata suricatta	TRUE	Illumina MiSeq	FAECAL PELLET	27.001387 S 21.800051 E	Feature992	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2021-09-17T00:00:00Z	Feature992	3.215269727	RUN2	SRP337608	FREEZEDRIED	17:59:00	0.75	Feature992	ID 213	FREEZEDRIED	RUN2	25485	2.516666667	3.215269727	11/13/16	1899-12-30 17:59:00	AFTERNOON	12.28861111	11	2016	WET SUMMER	0.562	YOUNG	M	Group 35	12.01852521	Subordinate	0.049807375	34.2	13.4	31.8	2	81947	231	3.873909837	0.124516275	-0.042388649	0.061385042	-0.059773412	0.182884713	0.034076475	-0.008907698	-0.024508096
SRR15930180	Sample965	AMPLICON	501	20509383	PRJNA764180	SAMN21470938	Metagenome or environmental	12029610	ULM UNIVERSITY	11/18/16	42692	1899-12-30 06:25:00	public	"fastq	sra"	"gs	s3	ncbi"	"ncbi.public	gs.US	s3.us-east-1"	SRX12220541	South Africa	Africa	South Africa: Kalahari Research Station	Suricata suricatta	TRUE	Illumina MiSeq	FAECAL PELLET	27.001387 S 21.800052 E	Feature993	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2021-09-17T00:00:00Z	Feature993	13.15581197	RUN1	SRP337608	FREEZEDRIED	6:25:00	0.27	Feature993	ID 147	FREEZEDRIED	RUN1	25332	4.447941139	13.15581197	11/18/16	1899-12-30 06:25:00	MORNING	0.756666667	11	2016	WET SUMMER	3.115	MIDDLEAGED	F	Group 12	-130.3270592	Subordinate	0	35.9	17.2	18.5	2.4	333264	120	2.99903548	-0.1728924	0.011529521	-0.057619949	-0.004149146	0.08641033	-0.131738946	-0.059368426	-0.024463459
SRR15930179	Sample966	AMPLICON	501	15065911	PRJNA764180	SAMN21470939	Metagenome or environmental	8836665	ULM UNIVERSITY	11/18/16	42692	1899-12-30 07:54:00	public	"fastq	sra"	"gs	ncbi	s3"	"s3.us-east-1	ncbi.public	gs.US"	SRX12220542	South Africa	Africa	South Africa: Kalahari Research Station	Suricata suricatta	TRUE	Illumina MiSeq	FAECAL PELLET	27.001387 S 21.800053 E	Feature994	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2021-09-17T00:00:00Z	Feature994	9.286455505	RUN2	SRP337608	FREEZEDRIED	7:54:00	0.33	Feature994	ID 211	FREEZEDRIED	RUN2	19429	2.964607806	9.286455505	11/18/16	1899-12-30 07:54:00	MORNING	2.24	11	2016	WET SUMMER	0.575	YOUNG	F	Group 35	-5.241507721	Subordinate	0.924694016	35.9	17.2	26.4	2.4	180423	88	3.267933307	-0.096357073	-0.040991443	0.041714922	0.111967561	0.005764683	-0.257407387	-0.032906465	-0.055103007
SRR15930178	Sample967	AMPLICON	501	22577990	PRJNA764180	SAMN21470940	Metagenome or environmental	13399722	ULM UNIVERSITY	11/29/16	42703	1899-12-30 07:14:00	public	"sra	fastq"	"ncbi	gs	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX12220543	South Africa	Africa	South Africa: Kalahari Research Station	Suricata suricatta	TRUE	Illumina MiSeq	FAECAL PELLET	27.001387 S 21.800054 E	Feature995	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2021-09-17T00:00:00Z	Feature995	16.2752313	RUN2	SRP337608	FREEZEDRIED	7:14:00	0.3	Feature995	ID 214	FREEZEDRIED	RUN2	31614	3.631274473	16.2752313	11/29/16	1899-12-30 07:14:00	MORNING	1.613055556	11	2016	WET SUMMER	0.605	YOUNG	M	Group 35	40.42272684	Subordinate	0.258027349	41.9	19.5	26.6	10.6	514525	253	4.619725053	0.09222949	-0.204601482	0.087841826	-0.133224933	0.209145362	0.149717832	0.080663489	0.07417133
